this file is created by function void ElElasticScat::fill_hist_low_scat(void)
This is new format, in which the mean of 1 - cos(theta) is inserted
 format:
number of atoms maximal number of interactions,
then loop by atoms:
Z of atom
ne energy_mesh[ne]  (mean of 1 - cos(theta)) (sqrt(mean of (1-coef)^2)
dollar sign means starting of this format
$
94 40
1
0            1    0.0137703    0.0195574
1            2   0.00988961     0.014008
2            4   0.00676355   0.00957268
3            8   0.00438316   0.00639127
4           16   0.00267034   0.00405872
5           32   0.00157435   0.00251547
6           64  0.000887092    0.0015308
7          128  0.000489354  0.000931359
8          256  0.000253826  0.000557254
2
0            1    0.0189089    0.0264043
1            2    0.0149125    0.0211905
2            4    0.0109991    0.0157528
3            8   0.00775798    0.0108827
4           16   0.00511797   0.00739973
5           32   0.00318228   0.00477115
6           64   0.00188255   0.00296096
7          128   0.00105722   0.00180398
8          256  0.000554504   0.00103607
3
0            1   0.00710294    0.0100759
1            2   0.00522662   0.00763363
2            4   0.00375728   0.00568178
3            8   0.00258231   0.00407372
4           16   0.00170411   0.00282947
5           32   0.00106251   0.00188387
6           64  0.000653139   0.00125963
7          128  0.000386896  0.000831594
8          256  0.000255095  0.000592409
4
0            1   0.00900378    0.0127679
1            2   0.00680981   0.00972295
2            4   0.00487297   0.00713753
3            8   0.00328618   0.00499477
4           16    0.0021181   0.00337899
5           32   0.00131838   0.00223146
6           64  0.000796605    0.0014537
7          128  0.000467814  0.000951082
8          256  0.000286474  0.000651384
5
0            1    0.0109834    0.0157917
1            2   0.00834107    0.0117519
2            4    0.0058648   0.00844439
3            8   0.00394866   0.00586219
4           16   0.00251135   0.00390664
5           32   0.00155275   0.00255117
6           64  0.000924904    0.0016392
7          128  0.000537262   0.00105154
8          256  0.000309353  0.000685204
6
0            1    0.0134261    0.0190965
1            2   0.00985042    0.0139605
2            4   0.00686494   0.00971396
3            8   0.00456591   0.00666373
4           16    0.0028807   0.00439485
5           32   0.00176892   0.00284912
6           64    0.0010476   0.00181348
7          128  0.000599037   0.00114399
8          256  0.000324708  0.000705147
7
0            1    0.0152108    0.0214973
1            2    0.0113577    0.0162816
2            4   0.00809988    0.0113889
3            8   0.00544796   0.00784502
4           16   0.00351952   0.00526336
5           32   0.00216703    0.0034024
6           64   0.00128667   0.00215446
7          128    0.0007436   0.00135307
8          256  0.000402043  0.000832822
8
0            1    0.0165795    0.0234397
1            2    0.0128519    0.0183596
2            4   0.00935576    0.0132175
3            8   0.00643189   0.00914554
4           16   0.00417747   0.00613531
5           32    0.0026002   0.00399479
6           64   0.00154983   0.00252564
7          128  0.000882084    0.0015535
8          256  0.000488023  0.000958474
9
0            1    0.0177582     0.024952
1            2    0.0141975    0.0201012
2            4    0.0104772    0.0149244
3            8   0.00737472    0.0103851
4           16   0.00486892   0.00706364
5           32   0.00304134   0.00459679
6           64   0.00182089   0.00290232
7          128   0.00104964   0.00179628
8          256  0.000575105   0.00108589
10
0            1    0.0188772    0.0263908
1            2     0.015279    0.0216189
2            4    0.0115574     0.016584
3            8   0.00828684    0.0116548
4           16   0.00554418   0.00796196
5           32   0.00350023   0.00521406
6           64   0.00211738   0.00331361
7          128   0.00122439   0.00205086
8          256  0.000667323   0.00122563
11
