This file contains the combined values for the magnet, TPC AND CONE (SSD & SVT), August 2004
    Magnet        B1   -328.141 +/-    0.011   -255.236 +/-    0.002   -298.563 +/-    0.016 
    Magnet        B2   -324.639 +/-    0.011   -255.244 +/-    0.002   -302.180 +/-    0.010 
    Magnet        B4      1.338 +/-    0.007   -409.354 +/-    0.003   -302.522 +/-    0.005 
    Magnet        B5    324.531 +/-    0.004   -255.215 +/-    0.002   -302.196 +/-    0.005 
    Magnet        B6    328.297 +/-    0.005   -255.220 +/-    0.002   -298.606 +/-    0.006 
    Magnet        B7    328.245 +/-    0.005   -255.205 +/-    0.002    298.758 +/-    0.012 
    Magnet        B8    324.792 +/-    0.002   -255.203 +/-    0.001    302.138 +/-    0.006 
    Magnet        B9   -324.512 +/-    0.011   -255.261 +/-    0.002    302.138 +/-    0.011 
    Magnet       B10   -328.135 +/-    0.011   -255.254 +/-    0.002    298.630 +/-    0.013 
    Magnet       CT1   -786.803 +/-    0.023   -264.411 +/-    0.002    510.043 +/-    0.020 
    Magnet       CT3    791.397 +/-    0.006   -131.905 +/-    0.004   -655.307 +/-    0.001 
    Magnet      CT11   -788.440 +/-    0.022   -104.537 +/-    0.003   -517.557 +/-    0.006 
    Magnet      CT13    264.761 +/-    0.012   -181.429 +/-    0.003    766.844 +/-    0.022 
    Magnet      CT20    791.429 +/-    0.008   -181.000 +/-    0.003    650.181 +/-    0.021 
    Magnet      CT21     -0.045 +/-    0.012   -431.949 +/-    0.004    716.408 +/-    0.022 
    Magnet      CT22   -417.207 +/-    0.016   -431.107 +/-    0.004   -289.850 +/-    0.007 
    Magnet      CT23   -786.613 +/-    0.022   -213.104 +/-    0.002    524.836 +/-    0.019 
    Magnet      CT24    305.474 +/-    0.006   -199.450 +/-    0.002      1.642 +/-    0.011 
    Magnet      CT26   1137.664 +/-    0.009   -345.581 +/-    0.004     54.167 +/-    0.012 
    Magnet   CTR_EID      0.065 +/-    0.004      0.003 +/-    0.003   -363.124 +/-    0.003 
    Magnet   CTR_WID      0.039 +/-    0.005      0.075 +/-    0.003    363.031 +/-    0.007 
    Magnet      ECL1     -0.005 +/-    0.100   -272.120 +/-    0.100   -362.317 +/-    0.100 
    Magnet      ECL2     -0.004 +/-    0.100   -305.634 +/-    0.100   -362.314 +/-    0.100 
    Magnet      ECL3     -0.210 +/-    0.100   -362.389 +/-    0.100   -362.617 +/-    0.100 
    Magnet       EF1   -291.752 +/-    0.100   -214.082 +/-    0.100   -362.587 +/-    0.100 
    Magnet       EF2   -212.582 +/-    0.100   -159.999 +/-    0.100   -362.602 +/-    0.100 
    Magnet       EF3   -264.913 +/-    0.100    -32.310 +/-    0.100   -362.569 +/-    0.100 
    Magnet       EF4   -358.616 +/-    0.100    -46.863 +/-    0.100   -362.592 +/-    0.100 
    Magnet       EF5    309.759 +/-    0.100   -185.145 +/-    0.100   -362.552 +/-    0.100 
    Magnet       EF6    226.368 +/-    0.100   -141.160 +/-    0.100   -362.569 +/-    0.100 
    Magnet       EF7    357.403 +/-    0.100    -42.039 +/-    0.100   -362.537 +/-    0.100 
    Magnet       EF8    264.378 +/-    0.100    -38.942 +/-    0.100   -362.532 +/-    0.100 
    Magnet      EID1      0.008 +/-    0.010    263.528 +/-    0.009   -362.833 +/-    0.006 
    Magnet      EID2    212.199 +/-    0.007    156.318 +/-    0.007   -363.165 +/-    0.006 
    Magnet      EID3    240.773 +/-    0.007   -107.150 +/-    0.003   -363.219 +/-    0.006 
    Magnet      EID4    108.600 +/-    0.009   -240.065 +/-    0.002   -363.257 +/-    0.006 
    Magnet      EID5   -108.330 +/-    0.012   -240.136 +/-    0.002   -363.238 +/-    0.006 
    Magnet      EID6   -241.146 +/-    0.014   -106.057 +/-    0.003   -363.219 +/-    0.007 
    Magnet      EID7   -228.060 +/-    0.014    131.966 +/-    0.009   -363.161 +/-    0.011 
    Magnet     L11O1   -328.429 +/-    0.015   -159.478 +/-    0.003   -310.533 +/-    0.007 
    Magnet     L11O2   -328.405 +/-    0.015   -159.527 +/-    0.003   -160.320 +/-    0.009 
    Magnet     L11O3   -328.387 +/-    0.015   -159.576 +/-    0.003      0.535 +/-    0.011 
    Magnet     L11O4   -328.417 +/-    0.015   -159.543 +/-    0.003    161.403 +/-    0.013 
    Magnet     L11O5   -328.491 +/-    0.015   -159.471 +/-    0.003    310.283 +/-    0.016 
    Magnet     L11O6   -302.368 +/-    0.015   -204.678 +/-    0.002    310.465 +/-    0.016 
    Magnet     L11O7   -302.332 +/-    0.015   -204.679 +/-    0.002    161.109 +/-    0.013 
    Magnet     L11O8   -302.338 +/-    0.015   -204.652 +/-    0.002      0.123 +/-    0.011 
    Magnet     L11O9   -302.319 +/-    0.015   -204.664 +/-    0.002   -160.928 +/-    0.009 
    Magnet    L11O10   -302.309 +/-    0.015   -204.686 +/-    0.002   -310.513 +/-    0.007 
    Magnet     L12O2   -287.993 +/-    0.015   -224.336 +/-    0.002   -164.408 +/-    0.009 
    Magnet     L12O3   -288.005 +/-    0.015   -224.320 +/-    0.002      0.027 +/-    0.011 
    Magnet     L12O4   -287.920 +/-    0.016   -224.423 +/-    0.003    164.715 +/-    0.014 
    Magnet     L12O7   -253.099 +/-    0.015   -263.086 +/-    0.003    164.504 +/-    0.014 
    Magnet     L12O8   -253.071 +/-    0.014   -263.113 +/-    0.002     -0.110 +/-    0.011 
    Magnet     L12O9   -253.089 +/-    0.015   -263.077 +/-    0.003   -164.420 +/-    0.009 
    Magnet     L13A5   -235.387 +/-    0.014   -275.957 +/-    0.003     -0.096 +/-    0.011 
    Magnet     L14A5   -172.892 +/-    0.014   -318.898 +/-    0.003     -0.278 +/-    0.011 
    Magnet     L19B5    235.321 +/-    0.007   -275.711 +/-    0.003      0.090 +/-    0.011 
