 1   0 75.189472
 1  10 81.005470
 1  20 73.219008
 1  30 69.365796
 1  40 193.537113
 1  50 198.424263
 1  60 197.277583
 1  70 191.428568
 1  80 187.468151
 1  90 188.323092
 1 100 185.536267
 1 110 181.381664
 1 120 178.241948
 1 130 173.422299
 1 140 176.342545
 1 150 164.659924
 1 160 161.765840
 1 170 163.090667
 1 180 153.687588
 1 190 156.388155
 1 200 154.135081
 1 210 153.256310
 1 220 147.728397
 1 230 149.207327
 1 240 146.140672
 1 250 148.049812
 1 260 138.702489
 1 270 137.674074
 1 280 139.499080
 1 290 137.333599
 1 300 136.417878
 1 310 133.556931
 1 320 134.198190
 1 330 135.287313
 1 340 131.413234
 1 350 132.566850
 1 360 133.319662
 1 370 163.578562
 1 380 168.129175
 1 390 172.047632
 2   0 74.080565
 2  10 75.462887
 2  20 72.188034
 2  30 77.381399
 2  40 187.524426
 2  50 198.483796
 2  60 189.506723
 2  70 192.329485
 2  80 185.661079
 2  90 187.117836
 2 100 188.126353
 2 110 185.208153
 2 120 172.686855
 2 130 171.557626
 2 140 169.367746
 2 150 161.674570
 2 160 158.500662
 2 170 160.386271
 2 180 157.566997
 2 190 154.336841
 2 200 149.607766
 2 210 152.260196
 2 220 146.507510
 2 230 144.395906
 2 240 145.329420
 2 250 140.399094
 2 260 137.624185
 2 270 137.269675
 2 280 138.895318
 2 290 138.996946
 2 300 133.398885
 2 310 137.008878
 2 320 131.557005
 2 330 131.494099
 2 340 135.139515
 2 350 132.170136
 2 360 131.473318
 2 370 160.746369
 2 380 160.023004
 2 390 156.368852
 3   0 73.461623
 3  10 88.753488
 3  20 73.311321
 3  30 73.657307
 3  40 199.653522
 3  50 200.594280
 3  60 200.236176
 3  70 197.548369
 3  80 192.540598
 3  90 187.641881
 3 100 190.153464
 3 110 184.644604
 3 120 180.609026
 3 130 178.384986
 3 140 178.133940
 3 150 165.673813
 3 160 170.477899
 3 170 163.433195
 3 180 162.312834
 3 190 163.415443
 3 200 157.504119
 3 210 151.671003
 3 220 150.608658
 3 230 149.530150
 3 240 146.490943
 3 250 147.393641
 3 260 142.521300
 3 270 144.451041
 3 280 142.299862
 3 290 143.030821
 3 300 141.255114
 3 310 138.387757
 3 320 135.384194
 3 330 138.256142
 3 340 136.246744
 3 350 137.274770
 3 360 137.124510
 3 370 158.857956
 3 380 155.210071
 3 390 159.645395
 4   0 75.082210
 4  10 75.058824
 4  20 64.625490
 4  30 71.487758
 4  40 193.277111
 4  50 198.237473
 4  60 189.362745
 4  70 198.363679
 4  80 186.581720
 4  90 184.565430
 4 100 182.451951
 4 110 181.355259
 4 120 167.955742
 4 130 173.518910
 4 140 173.233143
 4 150 162.591938
 4 160 164.305650
 4 170 166.956749
 4 180 157.557537
 4 190 155.322072
 4 200 151.457841
 4 210 152.343052
 4 220 150.273142
 4 230 150.110030
 4 240 146.241996
 4 250 144.214982
 4 260 141.371347
 4 270 136.612108
 4 280 139.397785
 4 290 134.405660
 4 300 134.454607
 4 310 133.402628
 4 320 133.456890
 4 330 134.230075
 4 340 133.295973
 4 350 131.471780
 4 360 134.436156
 4 370 161.463813
 4 380 174.194934
 4 390 153.896804
 5   0 73.057636
 5  10 76.197342
 5  20 63.893822
 5  30 72.128734
 5  40 178.550502
 5  50 191.238775
 5  60 178.526407
 5  70 181.412725
 5  80 178.285733
 5  90 180.349367
 5 100 171.629852
 5 110 168.626484
 5 120 168.958451
 5 130 161.379166
 5 140 161.410246
 5 150 156.438882
 5 160 153.345238
 5 170 150.330079
 5 180 150.474599
 5 190 146.328361
 5 200 144.550127
 5 210 143.279514
 5 220 139.264017
 5 230 141.216073
 5 240 138.246436
 5 250 134.390571
 5 260 133.286065
 5 270 132.380123
 5 280 135.034715
 5 290 131.492849
 5 300 127.368518
 5 310 126.427571
 5 320 125.506651
 5 330 122.652620
 5 340 126.114312
 5 350 124.273986
 5 360 120.799247
 5 370 155.297245
 5 380 147.431310
 5 390 152.245414
 6   0 75.471039
 6  10 83.275281
 6  20 75.713333
 6  30 76.550294
 6  40 182.425103
 6  50 190.421881
 6  60 184.419917
 6  70 178.559835
 6  80 182.344090
 6  90 175.387272
 6 100 171.472926
 6 110 165.468267
 6 120 166.475673
 6 130 163.428004
 6 140 164.001805
 6 150 159.226492
 6 160 158.033818
 6 170 152.420963
 6 180 150.560959
 6 190 149.230115
 6 200 147.231704
 6 210 144.275958
 6 220 138.506899
 6 230 142.389774
 6 240 138.331158
 6 250 135.298428
 6 260 137.156501
 6 270 134.211908
 6 280 132.212513
 6 290 130.422269
 6 300 130.196173
 6 310 130.084797
 6 320 125.433412
 6 330 126.421941
 6 340 126.267918
 6 350 123.596086
 6 360 128.297222
 6 370 155.353209
 6 380 143.651728
 6 390 149.060791
 7   0 67.470944
 7  10 65.157426
 7  20 55.903846
 7  30 65.778985
 7  40 175.383477
 7  50 178.395004
 7  60 162.925916
 7  70 173.468437
 7  80 169.333204
 7  90 161.597542
 7 100 165.396728
 7 110 162.088266
 7 120 157.638530
 7 130 158.049260
 7 140 152.601805
 7 150 155.198882
 7 160 151.434378
 7 170 138.790759
 7 180 147.348692
 7 190 140.531843
 7 200 144.354416
 7 210 134.645497
 7 220 139.247192
 7 230 132.358126
 7 240 131.393866
 7 250 128.387016
 7 260 128.507731
 7 270 120.826322
 7 280 121.484099
 7 290 123.468561
 7 300 119.516397
 7 310 120.610533
 7 320 116.609455
 7 330 116.621042
 7 340 116.721710
 7 350 119.491887
 7 360 113.694586
 7 370 134.300159
 7 380 133.884278
 7 390 129.911831
 8   0 74.969479
 8  10 64.316501
 8  20 53.799663
 8  30 72.546714
 8  40 186.281887
 8  50 190.539678
 8  60 192.203721
 8  70 187.483498
 8  80 184.605523
 8  90 180.459815
 8 100 178.518561
 8 110 174.650860
 8 120 166.631965
 8 130 169.460028
 8 140 166.573422
 8 150 166.253276
 8 160 159.614962
 8 170 160.133204
 8 180 158.129109
 8 190 156.133395
 8 200 153.300878
 8 210 150.278013
 8 220 149.060394
 8 230 142.595822
 8 240 143.204224
 8 250 140.313927
 8 260 139.070504
 8 270 141.116297
 8 280 135.262063
 8 290 137.127988
 8 300 132.374735
 8 310 132.334260
 8 320 130.346475
 8 330 130.399675
 8 340 132.334871
 8 350 133.135593
 8 360 132.324559
 8 370 166.889532
 8 380 159.745600
 8 390 154.075162
 9   0 73.906194
 9  10 74.725610
 9  20 64.454545
 9  30 68.517855
 9  40 188.372399
 9  50 192.311051
 9  60 192.343591
 9  70 180.694224
 9  80 178.343631
 9  90 185.215449
 9 100 178.152698
 9 110 175.385916
 9 120 169.404451
 9 130 169.319324
 9 140 163.506524
 9 150 162.383180
 9 160 161.356081
 9 170 160.245647
 9 180 154.461086
 9 190 149.481428
 9 200 153.159516
 9 210 145.544722
 9 220 151.069888
 9 230 146.136771
 9 240 138.585941
 9 250 135.449582
 9 260 133.754680
 9 270 135.316937
 9 280 130.746449
 9 290 134.076568
 9 300 130.453058
 9 310 131.168562
 9 320 128.477052
 9 330 126.624459
 9 340 128.385217
 9 350 129.461698
 9 360 124.497107
 9 370 151.346790
 9 380 153.296577
 9 390 155.394331
10   0 74.902202
10  10 76.880342
10  20 68.886667
10  30 84.557304
10  40 196.179087
10  50 198.401942
10  60 192.439487
10  70 192.423735
10  80 187.612233
10  90 181.606393
10 100 182.391077
10 110 177.459312
10 120 171.632076
10 130 176.111682
10 140 172.185704
10 150 168.311434
10 160 160.541760
10 170 164.378896
10 180 155.684246
10 190 154.235392
10 200 156.126671
10 210 149.359337
10 220 150.168397
10 230 146.544221
10 240 148.001410
10 250 146.065078
10 260 143.061194
10 270 140.306031
10 280 138.130413
10 290 137.274934
10 300 134.336239
10 310 133.333607
10 320 135.074476
10 330 134.178805
10 340 129.535568
10 350 135.068709
10 360 131.550586
10 370 155.317175
10 380 166.049465
10 390 163.388859
11   0 77.935602
11  10 66.181818
11  20 63.399598
11  30 77.393009
11  40 212.698160
11  50 212.384945
11  60 212.435080
11  70 207.417010
11  80 205.241281
11  90 200.575372
11 100 198.153798
11 110 191.496855
11 120 189.406982
11 130 186.554993
11 140 185.531117
11 150 179.364559
11 160 176.587843
11 170 178.213478
11 180 170.505236
11 190 167.444160
11 200 162.709517
11 210 164.174091
11 220 163.107940
11 230 162.214583
11 240 157.203871
11 250 155.316968
11 260 153.119779
11 270 155.262704
11 280 147.326140
11 290 148.219869
11 300 146.320699
11 310 146.294744
11 320 141.325243
11 330 145.305069
11 340 145.319211
11 350 143.207710
11 360 144.585747
11 370 167.747444
11 380 167.453991
11 390 174.240403
12   0 75.769444
12  10 77.840909
12  20 66.487705
12  30 74.295885
12  40 191.497637
12  50 204.333333
12  60 199.338722
12  70 194.268137
12  80 187.527073
12  90 185.350315
12 100 188.418135
12 110 181.523807
12 120 179.250522
12 130 172.361997
12 140 167.587014
12 150 167.527457
12 160 166.378169
12 170 165.070699
12 180 155.594789
12 190 156.027407
12 200 154.460114
12 210 152.060207
12 220 149.340467
12 230 148.465412
12 240 146.150245
12 250 143.441588
12 260 142.291314
12 270 142.035572
12 280 139.191623
12 290 140.127842
12 300 135.297129
12 310 135.244446
12 320 136.257035
12 330 132.446641
12 340 132.426587
12 350 132.485452
12 360 135.087368
12 370 157.772386
12 380 161.525575
12 390 165.431025
13   0 75.011062
13  10 77.370079
13  20 60.465251
13  30 72.391254
13  40 196.578508
13  50 209.369369
13  60 210.128361
13  70 196.344164
13  80 196.192820
13  90 191.407700
13 100 184.710973
13 110 186.421551
13 120 183.324747
13 130 179.326472
13 140 176.302757
13 150 174.382253
13 160 167.553774
13 170 169.312425
13 180 163.535449
13 190 159.661422
13 200 162.220320
13 210 153.630935
13 220 152.551837
13 230 151.525516
13 240 146.473143
13 250 151.027692
13 260 148.319044
