1	0.025	1.28142	483	30	16	1	1	1	3	0	0	41
2	0.075	1.28142	513	30	17	1	2	1	3	0	0	41
3	0.125	1.28142	543	30	18	1	3	1	3	0	0	41
4	0.175	1.28142	573	30	19	1	4	1	3	0	0	41
5	0.225	1.28142	1443	30	48	1	5	1	3	0	0	43
6	0.275	1.28142	1473	30	49	1	6	1	3	0	0	43
7	0.325	1.28142	1503	30	50	1	7	1	3	0	0	43
8	0.375	1.28142	1533	30	51	1	8	1	3	0	0	43
9	0.425	1.28142	2403	30	80	1	9	1	3	0	0	45
10	0.475	1.28142	2433	30	81	1	10	1	3	0	0	45
11	0.525	1.28142	2463	30	82	1	11	1	3	0	0	45
12	0.575	1.28142	2493	30	83	1	12	1	3	0	0	45
13	0.625	1.28142	3363	30	112	1	13	1	3	0	0	47
14	0.675	1.28142	3393	30	113	1	14	1	3	0	0	47
15	0.725	1.28142	3423	30	114	1	15	1	3	0	0	47
16	0.775	1.28142	3453	30	115	1	16	1	3	0	0	47
17	0.825	1.28142	4323	30	144	1	17	1	3	0	0	49
18	0.875	1.28142	4353	30	145	1	18	1	3	0	0	49
19	0.925	1.28142	4383	30	146	1	19	1	3	0	0	49
20	0.97	1.28142	4413	30	147	1	20	1	3	0	0	49
21	0.025	1.23186	363	30	12	1	1	2	3	0	0	40
22	0.075	1.23186	393	30	13	1	2	2	3	0	0	40
23	0.125	1.23186	423	30	14	1	3	2	3	0	0	40
24	0.175	1.23186	453	30	15	1	4	2	3	0	0	40
25	0.225	1.23186	1323	30	44	1	5	2	3	0	0	42
26	0.275	1.23186	1353	30	45	1	6	2	3	0	0	42
27	0.325	1.23186	1383	30	46	1	7	2	3	0	0	42
28	0.375	1.23186	1413	30	47	1	8	2	3	0	0	42
29	0.425	1.23186	2283	30	76	1	9	2	3	0	0	44
30	0.475	1.23186	2313	30	77	1	10	2	3	0	0	44
31	0.525	1.23186	2343	30	78	1	11	2	3	0	0	44
32	0.575	1.23186	2373	30	79	1	12	2	3	0	0	44
33	0.625	1.23186	3243	30	108	1	13	2	3	0	0	46
34	0.675	1.23186	3273	30	109	1	14	2	3	0	0	46
35	0.725	1.23186	3303	30	110	1	15	2	3	0	0	46
36	0.775	1.23186	3333	30	111	1	16	2	3	0	0	46
37	0.825	1.23186	4203	30	140	1	17	2	3	0	0	48
38	0.875	1.23186	4233	30	141	1	18	2	3	0	0	48
39	0.925	1.23186	4263	30	142	1	19	2	3	0	0	48
40	0.97	1.23186	4293	30	143	1	20	2	3	0	0	48
41	0.025	1.1767	243	30	8	2	1	1	3	0	0	40
42	0.075	1.1767	273	30	9	2	2	1	3	0	0	40
43	0.125	1.1767	303	30	10	2	3	1	3	0	0	40
44	0.175	1.1767	333	30	11	2	4	1	3	0	0	40
45	0.225	1.1767	1203	30	40	2	5	1	3	0	0	42
46	0.275	1.1767	1233	30	41	2	6	1	3	0	0	42
47	0.325	1.1767	1263	30	42	2	7	1	3	0	0	42
48	0.375	1.1767	1293	30	43	2	8	1	3	0	0	42
49	0.425	1.1767	2163	30	72	2	9	1	3	0	0	44
50	0.475	1.1767	2193	30	73	2	10	1	3	0	0	44
51	0.525	1.1767	2223	30	74	2	11	1	3	0	0	44
52	0.575	1.1767	2253	30	75	2	12	1	3	0	0	44
53	0.625	1.1767	3123	30	104	2	13	1	3	0	0	46
54	0.675	1.1767	3153	30	105	2	14	1	3	0	0	46
55	0.725	1.1767	3183	30	106	2	15	1	3	0	0	46
56	0.775	1.1767	3213	30	107	2	16	1	3	0	0	46
57	0.825	1.1767	4083	30	136	2	17	1	3	0	0	48
58	0.875	1.1767	4113	30	137	2	18	1	3	0	0	48
59	0.925	1.1767	4143	30	138	2	19	1	3	0	0	48
60	0.97	1.1767	4173	30	139	2	20	1	3	0	0	48
61	0.025	1.12714	123	30	4	2	1	2	3	0	0	40
62	0.075	1.12714	153	30	5	2	2	2	3	0	0	40
63	0.125	1.12714	183	30	6	2	3	2	3	0	0	40
64	0.175	1.12714	213	30	7	2	4	2	3	0	0	40
65	0.225	1.12714	1083	30	36	2	5	2	3	0	0	42
66	0.275	1.12714	1113	30	37	2	6	2	3	0	0	42
67	0.325	1.12714	1143	30	38	2	7	2	3	0	0	42
68	0.375	1.12714	1173	30	39	2	8	2	3	0	0	42
69	0.425	1.12714	2043	30	68	2	9	2	3	0	0	44
70	0.475	1.12714	2073	30	69	2	10	2	3	0	0	44
71	0.525	1.12714	2103	30	70	2	11	2	3	0	0	44
72	0.575	1.12714	2133	30	71	2	12	2	3	0	0	44
73	0.625	1.12714	3003	30	100	2	13	2	3	0	0	46
74	0.675	1.12714	3033	30	101	2	14	2	3	0	0	46
75	0.725	1.12714	3063	30	102	2	15	2	3	0	0	46
76	0.775	1.12714	3093	30	103	2	16	2	3	0	0	46
77	0.825	1.12714	3963	30	132	2	17	2	3	0	0	48
