6120032	20050430	171444	1154
6120037	20050430	181050	1362
6120038	20050430	183317	836
6120039	20050430	190658	1300
6120040	20050430	192922	1385
6120042	20050430	200705	1129
6120043	20050430	202924	359
6120045	20050430	204131	430
6120049	20050430	210451	1032
6120066	20050501	5142	560
6120070	20050501	12724	1045
6121009	20050501	55815	1719
6121010	20050501	62652	1564
6121013	20050501	71004	1659
6121014	20050501	74025	1480
6121015	20050501	81719	713
6121016	20050501	84827	391
6121018	20050501	94557	1284
6121022	20050501	102523	2192
6121036	20050501	143716	1106
6121060	20050502	5114	783
6121061	20050502	10041	744
6121068	20050502	14714	959
6121070	20050502	21330	1018
6121071	20050502	23425	935
6121072	20050502	25516	1085
6121073	20050502	31604	476
6121075	20050502	32809	709
6122001	20050502	40302	876
6122002	20050502	42353	518
6122011	20050502	73855	969
6122013	20050502	81047	689
6122014	20050502	83114	725
6122018	20050502	85948	758
6130054	20050510	221707	347
6130055	20050510	223658	384
6130056	20050510	225605	696
6130060	20050510	235330	170
6130061	20050511	225	341
6130063	20050511	2731	867
6130064	20050511	5955	543
6131007	20050511	50020	550
6131008	20050511	52632	523
6131009	20050511	54536	497
6131013	20050511	62430	94
6131049	20050511	95628	973
6131052	20050511	104736	238
6131053	20050511	105834	900
6131056	20050511	120417	343
6134024	20050514	93550	603
6134047	20050514	153311	645
6134060	20050514	201451	210
6135001	20050515	41718	596
6135002	20050515	43850	594
6135005	20050515	50627	474
6135006	20050515	52313	528
6135007	20050515	54411	463
6135008	20050515	60331	521
6135009	20050515	62324	547
6135010	20050515	64358	403
6135013	20050515	71224	566
6135033	20050515	135351	272
6135034	20050515	140738	331
6135035	20050515	142128	389
6135036	20050515	143528	633
6135053	20050516	24517	372
6136014	20050516	75448	155
6136015	20050516	80428	601
6136017	20050516	82611	477
6136018	20050516	84646	405
6136028	20050516	94217	108
6136029	20050516	95322	460
6136030	20050516	101440	1042
6136031	20050516	105319	188
6136032	20050516	110750	807
6136034	20050516	115731	669
6136035	20050516	121840	418
6136037	20050516	124945	309
6136041	20050516	131919	559
6136042	20050516	133837	598
6136043	20050516	135859	251
6136119	20050517	25416	197
6136130	20050517	33231	640
6136131	20050517	35450	354
6137009	20050517	44018	102
6137011	20050517	45201	512
6137149	20050517	205650	655
6137158	20050517	231518	744
6137160	20050518	2207	638
6137163	20050518	5856	559
6137164	20050518	11721	242
6137166	20050518	14652	530
6137167	20050518	20652	122
6137169	20050518	22720	655
6137170	20050518	24729	421
6137171	20050518	30726	388
6137172	20050518	32956	633
6137173	20050518	35029	605
6138001	20050518	42408	532
6138002	20050518	44523	604
6138003	20050518	50634	515
6138005	20050518	60511	129
6138010	20050518	84225	360
6138011	20050518	85900	468
6138012	20050518	91510	400
6138013	20050518	93155	371
6138014	20050518	94951	401
6138017	20050518	102248	460
6138018	20050518	104131	411
6138059	20050519	22336	245
6138061	20050519	24729	437
6138062	20050519	31259	361
6138067	20050519	34905	302
6139001	20050519	40135	499
6139002	20050519	41918	491
6139004	20050519	44719	564
6139005	20050519	50849	485
6139007	20050519	55305	523
6139008	20050519	61318	529
6139009	20050519	63333	513
6139010	20050519	65523	515
6139012	20050519	74027	583
6139018	20050519	104445	350
6139020	20050519	111506	314
6139021	20050519	112959	426
6139022	20050519	114507	232
6139025	20050519	121559	437
6139026	20050519	123250	428
6139027	20050519	125135	444
6139028	20050519	131337	398
6139029	20050519	133059	88
6139030	20050519	134711	91
6139041	20050519	152833	88
6139054	20050520	5159	513
6139055	20050520	11154	643
6139056	20050520	13041	245
6139061	20050520	15839	613
6139063	20050520	22429	573
6139064	20050520	24809	291
6139065	20050520	30614	263
6139071	20050520	34424	230
6140002	20050520	43631	533
6140003	20050520	50039	578
6140019	20050520	84038	379
6140020	20050520	85748	407
6140021	20050520	91437	355
6140022	20050520	93132	418
6140023	20050520	95258	459
6140024	20050520	101057	434
6140025	20050520	103123	429
6140026	20050520	105033	198
6140028	20050520	111312	496
6140029	20050520	113244	509
6140030	20050520	115450	490
6140031	20050520	121711	584
6140032	20050520	123727	223
6140033	20050520	125036	555
6140034	20050520	131304	537
6140035	20050520	133528	594
6140036	20050520	135706	220
6140054	20050520	232142	124
6140066	20050521	4209	345
6140067	20050521	10103	367
6140068	20050521	11724	429
6140074	20050521	20828	527
6140075	20050521	22653	418
6140076	20050521	24607	444
6141009	20050521	104128	369
6141010	20050521	105713	217
6141011	20050521	110906	338
6141022	20050521	123745	308
6141023	20050521	125231	196
6141026	20050521	131812	413
6141027	20050521	133656	364
6141028	20050521	135554	403
6141029	20050521	141523	447
6141030	20050521	143335	336
6141031	20050521	145400	395
6141032	20050521	151201	359
6141033	20050521	153216	442
6141061	20050521	223519	598
6141062	20050521	225440	541
6141063	20050521	231451	510
6141064	20050521	233654	552
6141065	20050521	235747	519
6141066	20050522	1747	321
6141068	20050522	4735	526
6142001	20050522	40506	466
6142002	20050522	42105	308
6142003	20050522	44418	386
6142004	20050522	50005	407
6142005	20050522	51603	401
6142006	20050522	53234	411
6142007	20050522	54907	425
6142008	20050522	60559	271
6142010	20050522	63925	420
6142011	20050522	65730	392
6142012	20050522	71521	388
6142013	20050522	73846	498
6142014	20050522	75718	531
6142015	20050522	81608	550
6142016	20050522	83528	504
6142017	20050522	85452	492
6142018	20050522	91412	316
6142024	20050522	105118	598
6142025	20050522	111231	523
6142026	20050522	113356	415
6142027	20050522	115734	415
6142038	20050522	145037	339
6142039	20050522	150558	397
6142040	20050522	152111	424
6142041	20050522	153657	349
6142042	20050522	155524	242
6142043	20050522	160830	422
6142044	20050522	162617	420
6142045	20050522	164328	401
6142049	20050522	173210	433
6142050	20050522	175210	454
6142051	20050522	181030	385
6142052	20050522	182947	378
6142053	20050522	184922	591
6142054	20050522	190806	198
6142055	20050522	191738	526
6142056	20050522	193708	389
6142057	20050522	195332	145
6142077	20050522	235016	311
6142078	20050523	532	358
6142079	20050523	2119	474
6142080	20050523	3753	497
6142081	20050523	5338	515
6142082	20050523	11009	470
6142084	20050523	13628	551
6142087	20050523	21524	435
6142088	20050523	23301	257
6142089	20050523	25103	103
6142093	20050523	31545	236
6142094	20050523	33705	456
6142097	20050523	40011	620
6143001	20050523	41841	536
6143002	20050523	43746	566
6143012	20050523	75552	374
6143013	20050523	81132	465
6143014	20050523	82752	316
6143015	20050523	84442	437
6143016	20050523	90132	423
6143017	20050523	91845	442
6143018	20050523	93605	452
6143019	20050523	95417	335
6143022	20050523	104047	137
6143023	20050523	105457	691
6143024	20050523	111410	604
6143025	20050523	113341	604
6143027	20050523	120041	610
6144017	20050524	64917	387
6144019	20050524	72410	803
6144020	20050524	75051	772
6144021	20050524	81741	794
6144022	20050524	84539	794
6144023	20050524	91216	825
6144024	20050524	94008	763
6144051	20050524	205650	841
6144052	20050524	212716	773
6144053	20050524	215727	753
6144054	20050524	222418	630
6144057	20050524	230607	692
6144058	20050524	233310	659
6144059	20050524	235944	568
6144060	20050525	2724	340
6144061	20050525	5336	899
6144063	20050525	12250	788
6144066	20050525	21122	773
6145018	20050525	90626	561
6145019	20050525	93302	379
6145053	20050525	201237	662
6145054	20050525	203942	409
6145055	20050525	210346	748
6145056	20050525	213933	699
6145057	20050525	220620	193
6145058	20050525	221747	293
6146017	20050526	84359	224
6146018	20050526	85548	539
6146019	20050526	91651	309
6146020	20050526	92827	965
6146021	20050526	95439	375
6146024	20050526	102329	914
6146025	20050526	104953	907
6147029	20050527	214952	860
6148008	20050528	53325	880
6148009	20050528	60048	243
6148010	20050528	61830	241
6148011	20050528	63032	416
6148012	20050528	64958	779
6148013	20050528	71637	708
6148014	20050528	74333	125
6148018	20050528	83452	237
6148019	20050528	84750	783
6148020	20050528	91439	417
6148059	20050529	21204	597
6148063	20050529	31623	826
6148064	20050529	34256	839
6149004	20050529	43804	504
6149007	20050529	53140	440
6149016	20050529	82352	525
6149017	20050529	84906	300
6149019	20050529	91902	788
6149020	20050529	94551	763
6149021	20050529	101240	789
6149024	20050529	105826	862
6149025	20050529	112516	859
6149029	20050529	121404	805
6149030	20050529	123759	700
6149031	20050529	130333	629
6149032	20050529	132431	556
6149036	20050529	143203	433
6149050	20050529	220742	605
6150005	20050530	41459	395
6150016	20050530	83339	185
6150017	20050530	85048	99
6150018	20050530	90121	218
6150022	20050530	95834	416
6150023	20050530	102513	198
6150024	20050530	104536	460
6150025	20050530	111220	71
6150026	20050530	112148	401
6150027	20050530	114555	294
6150028	20050530	120943	386
6150029	20050530	123050	246
6150037	20050531	32047	504
6150038	20050531	34509	634
6151001	20050531	41204	411
6151002	20050531	44331	357
6151005	20050531	51621	233
6151008	20050531	55658	215
6151009	20050531	61616	239
6151011	20050531	65027	109
6151012	20050531	70047	263
6151014	20050531	75248	403
6151015	20050531	82141	233
6151017	20050531	85225	268
6151018	20050531	91904	120
6151020	20050531	93026	321
6151021	20050531	94726	485
6151022	20050531	101428	604
6151023	20050531	104103	627
6151024	20050531	110927	244
6151026	20050531	112750	358
6151028	20050531	120043	305
6151029	20050531	122155	406
6156004	20050605	41303	415
6156010	20050605	50921	196
6156011	20050605	53512	169
6156012	20050605	54831	245
6156013	20050605	61335	364
6156014	20050605	64040	330
6156016	20050605	73545	200
6156019	20050605	80809	103
6156027	20050605	105038	316
6156028	20050605	111636	447
6156029	20050605	114947	284
6156034	20050605	125507	93
6156036	20050605	131308	174
6157050	20050607	15126	607
6158014	20050607	50224	735
6158015	20050607	52748	700
6158019	20050607	63421	588
6158020	20050607	65708	559
6158025	20050607	74236	825
6158057	20050607	161953	817
6158059	20050607	165039	787
6158060	20050607	171750	215
6158061	20050607	172938	255
6158062	20050607	175022	684
6158063	20050607	181637	274
6158076	20050607	222200	845
6158077	20050607	224407	574
6158081	20050607	231313	530
6158084	20050607	233926	510
6158085	20050607	235625	619
6158086	20050608	1527	250
