1 0 12.3 3
1 1 30.8 -2
1 2 20.0 1
1 3 28.2 -1
1 4 22.5 0
1 5 26.9 -1
1 6 21.8 0
1 7 27.8 -1
1 8 23.8 0
1 9 28.5 -1
1 10 33.0 -2
1 11 24.1 0
1 12 27.4 -1
1 13 18.5 1
1 14 26.3 -1
1 15 28.9 -1
1 16 31.8 -2
1 17 29.2 -1
1 18 32.0 -2
1 19 24.3 0
1 20 27.0 -1
1 21 28.9 -1
1 22 27.7 -1
1 23 21.9 0
1 24 21.5 0
1 25 28.7 -1
1 26 15.7 2
1 27 28.9 -1
1 28 31.2 -2
1 29 31.3 -2
1 30 16.2 2
1 31 19.6 1
1 32 12.1 3
1 33 19.1 1
1 34 25.9 0
1 35 28.8 -1
1 36 15.1 2
1 37 17.1 1
1 38 20.1 1
1 39 30.2 -2
1 40 15.5 2
1 41 20.5 1
1 42 21.0 0
1 43 18.2 1
1 44 18.4 1
1 45 13.6 2
1 46 19.4 1
1 47 16.9 2
1 48 10.9 3
1 49 20.0 1
1 50 16.0 2
1 51 24.3 0
1 52 13.3 2
1 53 13.3 2
1 54 14.4 2
1 55 16.7 2
1 56 15.2 2
1 57 10.6 3
1 58 22.2 0
1 59 20.0 1
1 60 7.6 4
1 61 16.8 2
1 62 21.1 0
1 63 16.4 2
1 64 23.6 0
1 65 24.3 0
1 66 26.9 -1
1 67 31.5 -2
1 68 16.8 2
1 69 20.6 1
1 70 27.0 -1
1 71 30.9 -2
1 72 23.9 0
1 73 27.8 -1
1 74 27.0 -1
1 75 30.4 -2
1 76 20.6 1
1 77 27.8 -1
1 78 31.0 -2
1 79 23.0 0
1 80 22.1 0
1 81 26.4 -1
1 82 24.7 0
1 83 26.2 -1
1 84 11.1 3
1 85 10.8 3
1 86 14.9 2
1 87 19.1 1
1 88 13.9 2
1 89 14.6 2
1 90 17.2 1
1 91 24.3 0
1 92 13.8 2
1 93 19.4 1
1 94 21.4 0
1 95 24.3 0
1 96 15.2 2
 1  97 5000 0
1 98 22.7 0
1 99 25.7 0
1 100 19.9 1
1 101 21.9 0
1 102 22.6 0
1 103 26.2 -1
1 104 14.6 2
1 105 20.4 1
1 106 22.9 0
1 107 23.5 0
1 108 20.1 1
1 109 21.9 0
1 110 20.0 1
1 111 25.0 0
1 112 15.7 2
1 113 23.6 0
1 114 22.7 0
1 115 20.3 1
1 116 18.1 1
1 117 14.8 2
1 118 18.1 1
1 119 12.6 3
1 120 11.5 3
1 121 19.2 1
1 122 19.1 1
1 123 22.6 0
1 124 10.3 3
1 125 17.8 1
1 126 18.8 1
1 127 16.9 2
2 0 20.2 1
2 1 23.3 0
2 2 27.8 -1
2 3 26.9 -1
2 4 13.1 2
2 5 21.2 0
2 6 23.2 0
2 7 27.4 -1
2 8 23.8 0
2 9 22.4 0
2 10 25.5 0
2 11 23.8 0
2 12 25.4 0
2 13 18.7 1
2 14 26.5 -1
2 15 24.1 0
2 16 17.7 1
2 17 19.6 1
2 18 22.1 0
2 19 23.4 0
2 20 10.2 3
2 21 12.9 3
2 22 15.8 2
2 23 18.3 1
2 24 9.6 3
2 25 20.9 1
2 26 20.2 1
2 27 21.3 0
2 28 17.7 1
2 29 24.0 0
2 30 25.6 0
2 31 22.8 0
2 32 13.8 2
2 33 12.7 3
2 34 19.5 1
2 35 20.8 1
2 36 14.6 2
2 37 23.2 0
2 38 18.3 1
2 39 19.3 1
2 40 15.7 2
2 41 14.4 2
2 42 13.6 2
2 43 22.8 0
2 44 18.6 1
2 45 11.6 3
2 46 21.8 0
2 47 20.5 1
2 48 13.6 2
2 49 13.5 2
2 50 15.6 2
2 51 17.2 1
2 52 5.7 4
2 53 9.5 3
2 54 13.4 2
2 55 10.5 3
2 56 8.5 4
2 57 10.9 3
2 58 18.3 1
2 59 14.0 2
2 60 10.4 3
2 61 15.8 2
2 62 15.0 2
2 63 12.1 3
2 64 18.0 1
2 65 18.8 1
2 66 29.0 -1
2 67 24.6 0
2 68 18.8 1
2 69 21.5 0
2 70 24.8 0
2 71 32.9 -2
2 72 23.3 0
2 73 25.2 0
2 74 25.3 0
2 75 25.6 0
2 76 22.2 0
2 77 13.9 2
2 78 26.6 -1
2 79 28.1 -1
2 80 18.3 1
2 81 18.8 1
2 82 23.6 0
2 83 20.6 1
2 84 15.0 2
2 85 15.8 2
2 86 17.3 1
2 87 17.3 1
2 88 13.9 2
2 89 15.7 2
2 90 17.9 1
2 91 29.2 -1
2 92 20.1 1
2 93 22.0 0
2 94 21.1 0
2 95 21.2 0
2 96 15.4 2
2 97 20.8 1
2 98 22.4 0
2 99 23.4 0
2 100 17.6 1
2 101 16.1 2
2 102 20.1 1
2 103 19.7 1
2 104 21.4 0
2 105 24.8 0
2 106 23.0 0
2 107 23.6 0
2 108 20.8 1
2 109 16.8 2
2 110 18.5 1
2 111 21.1 0
2 112 18.3 1
2 113 19.1 1
2 114 26.4 -1
2 115 23.5 0
2 116 10.6 3
2 117 11.8 3
2 118 17.9 1
2 119 19.7 1
2 120 12.6 3
2 121 15.7 2
2 122 16.7 2
2 123 23.2 0
2 124 11.6 3
2 125 16.8 2
2 126 19.5 1
2 127 24.3 0
3 0 12.9 3
3 1 19.9 1
3 2 26.4 -1
3 3 24.8 0
3 4 20.5 1
3 5 25.1 0
3 6 12.4 3
3 7 14.0 2
3 8 20.9 1
3 9 16.6 2
3 10 17.7 1
3 11 15.2 2
3 12 19.8 1
3 13 10.6 3
3 14 14.1 2
3 15 11.3 3
3 16 13.5 2
3 17 17.0 2
3 18 14.7 2
3 19 14.3 2
3 20 6.4 4
3 21 9.3 3
3 22 8.4 4
3 23 9.4 3
3 24 9.0 4
3 25 13.0 2
3 26 14.1 2
3 27 19.9 1
3 28 16.8 2
3 29 18.2 1
3 30 13.9 2
3 31 11.7 3
3 32 19.6 1
3 33 14.6 2
3 34 19.8 1
3 35 18.9 1
3 36 11.3 3
3 37 18.0 1
3 38 15.0 2
3 39 11.6 3
3 40 13.9 2
3 41 20.2 1
3 42 9.0 4
3 43 14.2 2
3 44 17.2 1
3 45 18.0 1
3 46 19.3 1
3 47 16.8 2
3 48 19.1 1
3 49 18.2 1
3 50 15.1 2
3 51 11.4 3
3 52 17.3 1
3 53 11.7 3
3 54 21.9 0
3 55 19.6 1
3 56 21.7 0
3 57 24.0 0
3 58 22.3 0
3 59 18.5 1
3 60 11.5 3
3 61 17.0 2
3 62 16.1 2
3 63 24.8 0
3 64 11.3 3
3 65 17.5 1
3 66 8.5 4
3 67 23.5 0
3 68 9.1 3
3 69 13.3 2
3 70 8.3 4
3 71 13.7 2
3 72 11.1 3
3 73 7.0 4
3 74 14.1 2
3 75 1.1 5
3 76 10.6 3
3 77 15.0 2
3 78 13.8 2
3 79 8.3 4
3 80 12.0 3
