0.533226	0.563251	0.593322	0.668282	0.804905	0.997546	
0.491499	0.524335	0.550946	0.62669	0.764572	0.913088	
0.573447	0.610813	0.643464	0.730209	0.892026	1.07124	
0.528628	0.566311	0.598277	0.677626	0.81823	0.987342	
0.524925	0.554113	0.590691	0.665686	0.798735	0.967547	
0.539809	0.569422	0.605151	0.680067	0.820122	0.991573	
0.566712	0.595124	0.632424	0.709042	0.850837	1.03027	
0.570935	0.597058	0.635162	0.713008	0.852224	1.02929	
0.597372	0.623866	0.664895	0.744352	0.884408	1.07235	
0.619851	0.646939	0.688586	0.771274	0.913369	1.10173	
0.634546	0.661238	0.703902	0.788093	0.927995	1.11478	
0.632101	0.655342	0.697416	0.778818	0.916077	1.10239	
0.641912	0.666901	0.710063	0.791069	0.925983	1.11044	
0.654004	0.680722	0.722028	0.803896	0.938361	1.12337	
0.674359	0.700463	0.745044	0.827553	0.961374	1.14715	
0.684408	0.708085	0.754272	0.834849	0.969616	1.15147	
0.715177	0.739922	0.784806	0.868907	1.00361	1.18755	
0.725034	0.750572	0.794222	0.883972	1.01509	1.20304	
0.728816	0.754138	0.799595	0.881814	1.01308	1.18985	
0.724848	0.750198	0.794769	0.872922	1.00027	1.17291	
0.756526	0.782008	0.82943	0.912252	1.04152	1.21542	
0.747434	0.769723	0.816357	0.895079	1.01946	1.18928	
0.753823	0.778099	0.822457	0.901888	1.02292	1.18939	
0.75992	0.785132	0.829332	0.904091	1.02644	1.18459	
0.783617	0.8087	0.853325	0.930957	1.05398	1.21303	
0.791546	0.816921	0.860977	0.937343	1.05578	1.21287	
0.787961	0.814339	0.857212	0.933107	1.04624	1.19621	
0.809049	0.831837	0.87454	0.951301	1.06417	1.21704	
0.815288	0.840813	0.884653	0.958437	1.07086	1.21605	
0.821676	0.846637	0.889695	0.962834	1.07033	1.21542	
0.79596	0.817907	0.859639	0.929604	1.03262	1.1678	
0.839671	0.863772	0.905344	0.975212	1.08332	1.21873	
0.844527	0.867827	0.910591	0.979503	1.08278	1.21634	
0.828212	0.851237	0.893599	0.957628	1.05866	1.18203	
0.862136	0.888224	0.925479	0.993949	1.09256	1.22199	
0.867585	0.890788	0.931855	0.997558	1.09682	1.21868	
0.877883	0.900684	0.941888	1.00756	1.10323	1.21992	
0.892853	0.915956	0.954469	1.02094	1.11383	1.2346	
0.885021	0.904408	0.942921	1.00533	1.0963	1.21049	
0.878114	0.898751	0.936512	0.995948	1.08296	1.19333	
0.875099	0.897214	0.934828	0.992174	1.07706	1.18568	
0.875949	0.895711	0.930264	0.987622	1.06872	1.17457	
0.862636	0.880756	0.915211	0.97037	1.04697	1.14286	
0.887881	0.906261	0.940402	0.997934	1.07337	1.16936	
