1.21716	0.749004	0.622213	0.57433	0.604514	0.786925	
1.03815	0.677578	0.565362	0.537894	0.554129	0.716805	
1.02012	0.669248	0.557122	0.52819	0.54593	0.709713	
0.989358	0.64605	0.542011	0.512768	0.530962	0.686099	
0.975598	0.640595	0.54029	0.509991	0.522281	0.674916	
0.952329	0.627784	0.529208	0.498794	0.509616	0.654383	
1.00759	0.664606	0.561448	0.527498	0.538339	0.683715	
0.99066	0.652904	0.550056	0.518341	0.525078	0.664211	
0.996741	0.661869	0.560875	0.527735	0.532059	0.667453	
1.04539	0.695221	0.591965	0.55486	0.557113	0.693096	
1.02984	0.689083	0.58504	0.549603	0.548371	0.67839	
1.06007	0.714106	0.608325	0.568326	0.565152	0.697395	
1.0763	0.726407	0.620131	0.580323	0.572967	0.70058	
1.05659	0.717433	0.612688	0.573171	0.566821	0.684441	
1.08061	0.735656	0.630478	0.59026	0.580457	0.701736	
1.10645	0.757974	0.64741	0.607561	0.593105	0.71202	
1.1245	0.773205	0.664671	0.620457	0.607068	0.721689	
1.14306	0.784424	0.676278	0.632419	0.617062	0.730822	
1.14468	0.795547	0.685708	0.640383	0.622216	0.728694	
1.15666	0.804452	0.695496	0.647823	0.629636	0.733847	
1.16677	0.815912	0.705745	0.659038	0.636416	0.744425	
1.19277	0.834355	0.726875	0.677016	0.65382	0.755501	
1.2141	0.855154	0.743693	0.692681	0.667648	0.766867	
1.20728	0.854702	0.743825	0.692552	0.666605	0.762509	
1.21873	0.8648	0.750781	0.703554	0.671704	0.768641	
1.25028	0.888192	0.778193	0.728449	0.693666	0.78548	
1.24261	0.893912	0.781279	0.732006	0.69931	0.787225	
1.24345	0.897762	0.785149	0.731644	0.701706	0.782161	
1.22772	0.885212	0.780673	0.729735	0.694673	0.777762	
1.26331	0.921038	0.808616	0.758112	0.71922	0.79966	
1.25249	0.914162	0.808311	0.752	0.714144	0.786425	
1.28557	0.942607	0.834937	0.77712	0.739979	0.81161	
1.26468	0.928728	0.821961	0.769111	0.727387	0.800526	
1.28091	0.946813	0.838805	0.785897	0.741106	0.807486	
1.2978	0.964751	0.861623	0.803774	0.756568	0.823451	
