1.0257	0.864155	0.775473	0.777193	0.844244	1.07278	
1.00552	0.826095	0.765583	0.763411	0.824532	1.03197	
0.983653	0.81102	0.759202	0.755029	0.820296	1.01743	
0.933391	0.778153	0.723789	0.723365	0.775876	0.97168	
0.914106	0.762035	0.712819	0.709236	0.763057	0.941334	
0.881167	0.738403	0.686833	0.683049	0.732956	0.904764	
0.916644	0.768698	0.716222	0.713206	0.759385	0.931533	
0.88991	0.744577	0.693224	0.689566	0.733236	0.898123	
0.887846	0.747106	0.702646	0.693403	0.7346	0.894382	
0.921085	0.777506	0.726825	0.720895	0.763127	0.920473	
0.900757	0.761569	0.712824	0.703669	0.740865	0.895592	
0.922356	0.779127	0.732401	0.720371	0.759077	0.911041	
0.926591	0.786427	0.739508	0.729495	0.762487	0.913685	
0.903195	0.771321	0.724763	0.71089	0.744399	0.887914	
0.920034	0.78362	0.737418	0.725596	0.755391	0.896535	
0.935569	0.799786	0.749328	0.739373	0.766636	0.910503	
0.943398	0.807502	0.759215	0.747434	0.772285	0.91227	
0.955191	0.817447	0.764886	0.753758	0.780011	0.916206	
0.954613	0.819999	0.769811	0.757063	0.780204	0.914915	
0.955012	0.822005	0.775152	0.759676	0.78443	0.912552	
0.960986	0.830326	0.781358	0.762607	0.78695	0.914172	
0.97795	0.845231	0.794948	0.776596	0.798397	0.924493	
0.988809	0.85391	0.806316	0.787916	0.809678	0.935758	
0.980795	0.849341	0.800671	0.783038	0.800803	0.920464	
0.983277	0.85264	0.803728	0.787389	0.806941	0.922298	
1.01218	0.880441	0.827598	0.812008	0.823352	0.939925	
1.00644	0.875914	0.827783	0.806511	0.819073	0.934587	
1.00214	0.874065	0.826226	0.810947	0.819031	0.929993	
0.981773	0.862722	0.817456	0.797774	0.805763	0.913149	
1.01251	0.889234	0.842008	0.821218	0.83072	0.938566	
1.00065	0.881862	0.834378	0.813259	0.821216	0.923459	
1.02705	0.905286	0.858315	0.834702	0.84345	0.941619	
1.00982	0.890242	0.843834	0.820065	0.829541	0.924223	
1.02105	0.900149	0.85587	0.83643	0.83886	0.933318	
1.03432	0.917367	0.872868	0.847382	0.852789	0.942717	
1.02684	0.911308	0.867428	0.842466	0.845243	0.933434	
