3	1	1	30	61	2544	229668	2.19894e-31	11.4347	790	62	145	303	610	1143	
3	2	1	30	62	1543	321410	6.50588e-30	10.8291	835	74	132	301	539	950	
3	3	1	30	63	1383	321355	1.09956e-30	10.9988	890	82	159	303	554	976	
3	4	1	30	64	2619	227800	2.16134e-29	10.4927	930	93	169	299	525	895	
3	5	1	30	65	1708	232936	8.8724e-31	11.273	768	61	142	301	603	1181	
3	6	1	30	66	2423	230022	3.99608e-32	11.6793	795	62	140	301	615	1183	
3	7	1	30	67	2677	231123	3.29804e-30	10.8656	875	82	161	304	559	993	
3	8	1	30	68	2421	232410	1.81797e-30	10.991	850	71	148	295	538	954	
3	9	1	30	69	2672	230025	4.61064e-30	10.8275	867	79	158	298	547	975	
3	10	1	30	70	2708	212017	1.39721e-32	11.6257	902	86	164	295	526	1229	
3	11	1	30	71	2142	230009	7.14713e-31	11.2806	778	60	142	301	590	1120	
3	12	1	30	72	1839	313271	9.90768e-31	11.0454	870	74	153	299	542	949	
3	13	1	30	73	1547	288052	6.63097e-31	11.2073	820	69	150	303	586	1078	
3	14	1	30	74	1552	313687	5.8664e-31	11.012	932	83	161	298	525	889	
3	15	1	30	75	2617	316555	3.52144e-34	12.0981	936	84	161	295	507	1221	
3	16	1	30	76	1521	321409	1.13906e-29	10.6849	872	83	154	301	546	955	
3	17	1	30	77	1773	326974	3.26866e-30	10.8161	900	81	160	297	527	909	
3	18	1	30	78	1714	316562	2.61509e-31	11.3075	836	67	145	298	551	1023	
3	19	1	30	79	2668	329782	8.18958e-30	10.683	901	86	163	300	536	929	
3	20	1	30	80	1368	316568	2.4051e-31	11.2256	887	76	157	305	550	970	
3	21	1	29	1	1163	316721	7.78315e-31	11.0781	872	75	154	296	541	969	
3	22	1	29	2	1482	329467	3.20548e-30	10.8118	904	82	159	297	524	907	
3	23	1	29	3	2425	341193	1.99444e-30	10.9076	889	79	155	295	535	923	
3	24	1	29	4	711	307761	2.53221e-30	10.8412	905	78	157	297	523	860	
3	25	1	29	5	1464	309786	2.9578e-30	10.863	882	78	157	299	541	922	
3	26	1	29	6	1028	211776	9.60378e-31	10.9184	943	83	160	297	507	849	
3	27	1	29	7	1475	329457	5.25621e-29	10.4349	885	85	161	297	524	908	
3	28	1	29	8	507	309785	6.56654e-30	10.7274	890	77	157	298	515	872	
3	29	1	29	9	1142	229822	3.02053e-30	10.9037	858	74	155	297	545	956	
3	30	1	29	10	1226	233280	8.93518e-31	10.9597	927	83	162	299	530	889	
3	31	1	29	11	1057	305736	4.96814e-30	10.6302	976	94	172	298	506	841	
3	32	1	29	12	1145	309708	1.03293e-30	11.106	835	69	148	297	549	1008	
3	33	1	29	13	1093	305625	1.6345e-30	11.0335	838	72	148	295	559	1009	
3	34	1	29	14	1468	329464	7.03825e-31	10.9971	925	82	160	297	526	891	
3	35	1	29	15	1382	329448	1.02959e-33	12.0757	866	72	149	296	551	1246	
3	36	1	29	16	1082	316725	1.49029e-30	11.1023	810	65	148	299	570	1031	
3	37	1	29	17	1178	287294	8.9443e-34	12.0496	892	79	153	298	659	1131	
3	38	1	29	18	1179	230989	8.02576e-31	11.1379	838	69	149	297	555	1003	
3	39	1	29	19	1066	308639	2.8242e-31	11.1737	900	76	155	294	526	928	
3	40	1	29	20	1472	329467	1.33162e-30	11.0743	832	68	150	298	556	995	
3	41	2	29	21	2207	182196	3.38736e-30	10.8392	885	80	158	303	542	932	
3	42	2	29	22	2252	185430	2.58686e-32	11.724	803	62	136	297	599	1155	
3	43	2	29	23	2214	212512	3.21429e-29	10.5319	870	80	159	292	526	917	
3	44	2	29	24	2218	212385	4.20676e-31	11.2357	837	69	144	297	565	1011	
