3	1	1	30	61	2544	229668	777
3	2	1	30	62	1543	321410	777
3	3	1	30	63	1383	321355	777
3	4	1	30	64	2619	227800	777
3	5	1	30	65	1708	232936	777
3	6	1	30	66	2423	230022	777
3	7	1	30	67	2677	231123	777
3	8	1	30	68	2421	232410	777
3	9	1	30	69	2672	230025	777
3	10	1	30	70	2708	212017	777
3	11	1	30	71	2142	230009	777
3	12	1	30	72	1839	313271	777
3	13	1	30	73	1547	288052	777
3	14	1	30	74	1552	313687	777
3	15	1	30	75	2617	316555	777
3	16	1	30	76	1521	321409	777
3	17	1	30	77	1773	326974	777
3	18	1	30	78	1714	316562	777
3	19	1	30	79	2668	329782	777
3	20	1	30	80	1368	316568	777
3	21	1	29	1	1163	316721	777
3	22	1	29	2	1482	329467	777
3	23	1	29	3	2425	341193	777
3	24	1	29	4	711	307761	777
3	25	1	29	5	1464	309786	777
3	26	1	29	6	1028	211776	777
3	27	1	29	7	1475	329457	777
3	28	1	29	8	507	309785	777
3	29	1	29	9	1142	229822	777
3	30	1	29	10	1226	233280	777
3	31	1	29	11	1057	305736	777
3	32	1	29	12	1145	309708	777
3	33	1	29	13	1093	305625	777
3	34	1	29	14	1468	329464	777
3	35	1	29	15	1382	329448	777
3	36	1	29	16	1082	316725	777
3	37	1	29	17	1178	287294	777
3	38	1	29	18	1179	230989	777
3	39	1	29	19	1066	308639	777
3	40	1	29	20	1472	329467	777
3	41	2	29	21	2207	182196	777
3	42	2	29	22	2252	185430	777
3	43	2	29	23	2214	212512	777
3	44	2	29	24	2218	212385	777
3	45	2	29	25	2212	212552	777
3	46	2	29	26	2332	213074	777
3	47	2	29	27	2236	212503	777
3	48	2	29	28	2260	231139	777
3	49	2	29	29	2600	213061	777
3	50	2	29	30	2343	213057	777
3	51	2	29	31	2276	231670	777
3	52	2	29	32	2224	215165	777
3	53	2	29	33	2254	215349	777
3	54	2	29	34	2336	212147	777
3	55	2	29	35	2204	215177	777
3	56	2	29	36	2334	215182	777
3	57	2	29	37	1753	341144	777
3	58	2	29	38	1558	308651	777
3	59	2	29	39	1860	220999	777
3	60	2	29	40	1067	308664	777
3	61	2	29	41	1963	220964	777
3	62	2	29	42	1688	341104	777
3	63	2	29	43	1775	341141	777
3	64	2	29	44	1967	267447	777
3	65	2	29	45	1824	224450	777
3	66	2	29	46	1958	313451	777
3	67	2	29	47	1817	225318	777
3	68	2	29	48	1744	267141	777
3	69	2	29	49	1849	220973	777
3	70	2	29	50	825	328490	777
3	71	2	29	51	409	328481	777
3	72	2	29	52	1150	231122	777
3	73	2	29	53	1322	308655	777
3	74	2	29	54	1175	306157	777
3	75	2	29	55	1313	318267	777
3	76	2	29	56	2294	341194	777
3	77	2	29	57	2119	341187	777
3	78	2	29	58	1516	341267	777
3	79	2	29	59	2702	341190	777
3	80	2	29	60	1216	313013	777
3	81	3	29	61	2349	341021	777
3	82	3	29	62	1785	341069	777
3	83	3	29	63	1084	306169	777
3	84	3	29	64	2046	341224	777
3	85	3	29	65	1439	307889	777
3	86	3	29	66	203	231751	777
3	87	3	29	67	2023	330415	777
3	88	3	29	68	2146	314961	777
3	89	3	29	69	1453	309717	777
3	90	3	29	70	1043	328404	777
3	91	3	29	71	1310	309827	777
3	92	3	29	72	1457	309722	777
3	93	3	29	73	1106	316730	777
3	94	3	29	74	1089	308511	777
3	95	3	29	75	1123	309824	777
3	96	3	29	76	1151	316849	777
3	97	3	29	77	717	309799	777
3	98	3	29	78	1431	316719	777
3	99	3	29	79	1480	319581	777
3	100	3	29	80	1447	307472	777
3	101	3	28	1	1211	317219	777
3	102	3	28	2	1311	318565	777
3	103	3	28	3	1293	308677	777
3	104	3	28	4	1224	313201	777
3	105	3	28	5	1294	313012	777
3	106	3	28	6	1314	326664	777
3	107	3	28	7	1222	308678	777
3	108	3	28	8	1290	313203	777
3	109	3	28	9	2591	341182	777
3	110	3	28	10	2209	341059	777
3	111	3	28	11	1077	318578	777
3	112	3	28	12	938	318746	777
3	113	3	28	13	2646	341060	777
3	114	3	28	14	1549	341062	777
3	115	3	28	15	2538	341020	777
3	116	3	28	16	2191	341002	777
3	117	3	28	17	2675	3411191	777
3	118	3	28	18	1180	306167	777
3	119	3	28	19	1220	313202	777
3	120	3	28	20	1321	308645	777
3	121	4	28	21	1095	313010	777
3	122	4	28	22	1212	318559	777
3	123	4	28	23	1219	328467	777
