         10     1.708 
    10.1617     1.731 
    10.3261     1.754 
    10.4931     1.778 
    10.6628     1.802 
    10.8353     1.826 
    11.0106      1.85 
    11.1886     1.875 
    11.3696       1.9 
    11.5535     1.926 
    11.7404     1.951 
    11.9303     1.978 
    12.1232     2.004 
    12.3193     2.026 
    12.5186     2.044 
     12.721     2.062 
    12.9268     2.081 
    13.1359       2.1 
    13.3483     2.118 
    13.5642     2.137 
    13.7836     2.151 
    14.0066     2.164 
    14.2331     2.177 
    14.4633     2.191 
    14.6973     2.204 
     14.935     2.218 
    15.1765     2.235 
     15.422     2.257 
    15.6714     2.279 
    15.9249     2.301 
    16.1825     2.323 
    16.4442     2.346 
    16.7102     2.369 
    16.9805     2.389 
    17.2551     2.409 
    17.5342     2.428 
    17.8178     2.448 
     18.106     2.496 
    18.3989     2.548 
    18.6964     2.651 
    18.9988     2.788 
    19.3061     3.071 
    19.6184     3.802 
    19.9357     4.463 
    20.2582     5.049 
    20.5858      5.59 
    20.9188     6.054 
    21.2571     6.557 
    21.6009     7.554 
    21.9503     9.697 
    22.3053     10.93 
    22.6661     12.77 
    23.0327      15.7 
    23.4053     18.39 
    23.7838     21.03 
    24.1685      22.7 
    24.5594      24.5 
    24.9566      27.5 
    25.3603     30.44 
    25.7705     31.78 
    26.1873     32.92 
    26.6109     33.62 
    27.0413     34.21 
    27.4786     33.87 
    27.9231     33.53 
    28.3747     32.86 
    28.8337     31.25 
       29.3     29.72 
    29.7739     28.21 
    30.2555     26.77 
    30.7449      25.4 
    31.2421     24.12 
    31.7475     22.89 
    32.2609     21.98 
    32.7827     21.15 
     33.313     20.34 
    33.8518     19.58 
    34.3993     18.97 
    34.9557     18.37 
    35.5211     17.79 
    36.0956      17.2 
    36.6794     16.62 
    37.2727     16.07 
    37.8755     15.52 
    38.4882     14.99 
    39.1107     14.45 
    39.7432     13.87 
    40.3861     13.32 
    41.0393     12.79 
    41.7031     12.31 
    42.3776     11.87 
     43.063     11.44 
    43.7595     11.22 
    44.4673     11.02 
    45.1865     10.81 
    45.9174     10.61 
      46.66     10.39 
    47.4147     10.17 
    48.1816     9.946 
    48.9609     9.732 
    49.7528     9.522 
    50.5576     9.316 
    51.3753      9.12 
    52.2062     8.931 
    53.0506     8.747 
    53.9087     8.566 
    54.7806     8.389 
    55.6667     8.214 
     56.567     8.044 
     57.482     7.877 
    58.4117     7.713 
    59.3564     7.553 
    60.3165     7.396 
    61.2921     7.243 
    62.2834     7.092 
    63.2908     6.945 
    64.3145     6.801 
    65.3547      6.66 
    66.4118     6.522 
    67.4859     6.386 
    68.5775     6.254 
    69.6867     6.124 
    70.8138     5.997 
    71.9591     5.873 
     73.123     5.752 
    74.3057     5.633 
    75.5076     5.516 
    76.7289     5.402 
    77.9699      5.29 
     79.231     5.181 
    80.5125     5.074 
    81.8147     4.969 
     83.138     4.855 
    84.4827      4.73 
    85.8491     4.608 
    87.2377      4.49 
    88.6487     4.375 
    90.0825     4.262 
    91.5395     4.153 
    93.0201     4.041 
    94.5246     3.911 
    96.0535     3.792 
    97.6071     3.704 
    99.1858     3.619 
     100.79     3.537 
     102.42     3.463 
    104.077      3.39 
     105.76     3.319 
    107.471     3.264 
    109.209     3.214 
    110.975     3.164 
     112.77     3.935 
    114.594     4.557 
    116.448     4.617 
    118.331     4.207 
    120.245     5.813 
     122.19     9.445 
    124.166     14.56 
    126.175     19.78 
    128.215     22.04 
    130.289     24.56 
    132.397     24.99 
    134.538     24.01 
    136.714     22.43 
    138.925     20.58 
    141.172     18.57 
    143.456     16.75 
    145.776     15.11 
    148.134     13.67 
     150.53     12.38 
    152.964     11.22 
    155.439     10.16 
    157.953     9.206 
    160.507     8.369 
    163.103     7.626 
    165.742     6.949 
    168.422     6.332 
    171.146      5.77 
    173.915     5.285 
    176.727     4.884 
    179.586     4.513 
    182.491      4.17 
    185.442     3.877 
    188.442     3.687 
    191.489     3.506 
    194.587     3.335 
    197.734     3.171 
    200.932     3.016 
    204.182     2.868 
    207.485     2.768 
     210.84     2.719 
    214.251      2.67 
    217.716     2.622 
    221.237     2.575 
    224.816     2.529 
    228.452     2.483 
    232.147     2.439 
    235.902     2.395 
    239.717     2.352 
    243.595      2.31 
    247.535     2.268 
    251.538     2.227 
    255.607     2.187 
    259.741     2.149 
    263.942     2.134 
    268.211     2.119 
    272.549     2.103 
    276.957     2.088 
    281.437     2.074 
    285.989     2.059 
    290.615     2.044 
