         10 6.647e-16 
    10.1617 6.647e-16 
    10.3261 6.647e-16 
    10.4931 6.647e-16 
    10.6628 6.647e-16 
    10.8353 6.647e-16 
    11.0106 6.647e-16 
    11.1886 6.647e-16 
    11.3696 6.647e-16 
    11.5535 6.647e-16 
    11.7404 6.647e-16 
    11.9303 6.647e-16 
    12.1232 6.647e-16 
    12.3193 6.647e-16 
    12.5186 6.647e-16 
     12.721 6.647e-16 
    12.9268 6.647e-16 
    13.1359 6.647e-16 
    13.3483 6.647e-16 
    13.5642 6.647e-16 
    13.7836 6.647e-16 
    14.0066 6.647e-16 
    14.2331 6.647e-16 
    14.4633 6.647e-16 
    14.6973 6.647e-16 
     14.935 6.647e-16 
    15.1765 6.647e-16 
     15.422 6.647e-16 
    15.6714 6.647e-16 
    15.9249 6.647e-16 
    16.1825 6.647e-16 
    16.4442 6.647e-16 
    16.7102 6.647e-16 
    16.9805 6.647e-16 
    17.2551 6.647e-16 
    17.5342 6.647e-16 
    17.8178 6.647e-16 
     18.106 6.647e-16 
    18.3989 6.647e-16 
    18.6964 6.647e-16 
    18.9988 6.647e-16 
    19.3061 6.647e-16 
    19.6184 6.647e-16 
    19.9357 6.647e-16 
    20.2582 6.647e-16 
    20.5858 6.647e-16 
    20.9188 6.647e-16 
    21.2571 6.647e-16 
    21.6009 6.647e-16 
    21.9503 6.647e-16 
    22.3053 6.647e-16 
    22.6661 6.647e-16 
    23.0327 6.647e-16 
    23.4053 6.647e-16 
    23.7838 6.647e-16 
    24.1685 6.647e-16 
       24.5 6.647e-16 
       24.7     7.831 
    24.9566     7.689 
    25.3603     7.474 
    25.7705     7.264 
    26.1873     7.061 
    26.6109     6.863 
    27.0413     6.671 
    27.4786     6.484 
    27.9231     6.302 
    28.3747     6.126 
    28.8337     5.954 
       29.3     5.787 
    29.7739     5.625 
    30.2555      5.47 
    30.7449     5.319 
    31.2421     5.173 
    31.7475      5.03 
    32.2609     4.892 
    32.7827     4.757 
     33.313     4.626 
    33.8518     4.493 
    34.3993     4.356 
    34.9557     4.223 
    35.5211     4.095 
    36.0956      3.97 
    36.6794     3.849 
    37.2727     3.732 
    37.8755     3.618 
    38.4882     3.508 
    39.1107     3.401 
    39.7432     3.298 
    40.3861     3.197 
    41.0393       3.1 
    41.7031     3.003 
    42.3776     2.907 
     43.063     2.813 
    43.7595     2.723 
    44.4673     2.636 
    45.1865     2.551 
    45.9174     2.469 
      46.66      2.39 
    47.4147     2.313 
    48.1816     2.239 
    48.9609     2.167 
    49.7528     2.097 
    50.5576     2.031 
    51.3753     1.967 
    52.2062     1.905 
    53.0506     1.845 
    53.9087     1.788 
    54.7806     1.731 
    55.6667     1.677 
     56.567     1.625 
     57.482     1.574 
    58.4117     1.524 
    59.3564     1.476 
    60.3165      1.43 
    61.2921     1.385 
    62.2834     1.327 
    63.2908      1.27 
    64.3145     1.217 
    65.3547     1.165 
    66.4118     1.115 
    67.4859     1.068 
    68.5775     1.023 
    69.6867    0.9868 
    70.8138    0.9528 
    71.9591    0.9199 
     73.123    0.8883 
    74.3057    0.8577 
    75.5076    0.8281 
    76.7289    0.7996 
    77.9699     0.772 
     79.231    0.7455 
    80.5125    0.7198 
    81.8147     0.695 
     83.138     0.671 
    84.4827    0.6479 
    85.8491    0.6241 
    87.2377     0.599 
    88.6487     0.575 
    90.0825    0.5518 
    91.5395    0.5297 
    93.0201    0.5084 
    94.5246    0.4879 
    96.0535    0.4683 
    97.6071    0.4541 
    99.1858    0.4412 
     100.79    0.4231 
     102.42    0.4044 
    104.077     0.387 
     105.76    0.3704 
    107.471    0.3545 
    109.209    0.3393 
    110.975    0.3247 
     112.77    0.3107 
    114.594    0.2974 
    116.448    0.2846 
    118.331    0.2724 
    120.245    0.2607 
     122.19    0.2495 
    124.166    0.2388 
    126.175    0.2285 
    128.215    0.2182 
    130.289    0.2082 
    132.397    0.1988 
    134.538    0.1897 
    136.714    0.1811 
    138.925    0.1728 
    141.172     0.165 
    143.456    0.1575 
    145.776    0.1499 
    148.134    0.1427 
     150.53    0.1358 
    152.964    0.1293 
    155.439    0.1231 
    157.953    0.1171 
    160.507    0.1115 
    163.103    0.1062 
    165.742    0.1015 
    168.422   0.09711 
    171.146   0.09287 
    173.915   0.08881 
    176.727   0.08493 
    179.586   0.08122 
    182.491   0.07766 
    185.442   0.07411 
    188.442   0.07071 
    191.489   0.06748 
    194.587   0.06439 
    197.734   0.06144 
    200.932   0.05863 
    204.182   0.05594 
    207.485   0.05338 
     210.84   0.05094 
    214.251    0.0486 
    217.716   0.04638 
    221.237   0.04425 
    224.816   0.04223 
    228.452   0.04029 
    232.147   0.03845 
    235.902   0.03669 
    239.717   0.03501 
    243.595    0.0334 
    247.535   0.03187 
    251.538   0.03041 
