         10 1.392e-14 
    10.1617 1.392e-14 
    10.3261 1.392e-14 
    10.4931 1.392e-14 
    10.6628 1.392e-14 
    10.8353 1.392e-14 
    11.0106 1.392e-14 
    11.1886 1.392e-14 
    11.3696 1.392e-14 
    11.5535 1.392e-14 
    11.7404 1.392e-14 
    11.9303 1.392e-14 
    12.1232 1.392e-14 
    12.3193 1.392e-14 
    12.5186 1.392e-14 
     12.721 1.392e-14 
    12.9268 1.392e-14 
    13.1359 1.392e-14 
    13.3483 1.392e-14 
    13.5642 1.392e-14 
    13.7836 1.392e-14 
         14 1.392e-14 
       14.2     31.51 
    14.2331     31.76 
    14.4633     33.54 
    14.6973     35.41 
     14.935     36.93 
    15.1765     38.44 
     15.422     39.87 
    15.6714     40.59 
    15.9249     41.33 
    16.1825     42.09 
    16.4442      42.6 
    16.7102     42.66 
    16.9805     42.71 
    17.2551     42.77 
    17.5342     42.32 
    17.8178      41.7 
     18.106     41.08 
    18.3989     40.49 
    18.6964     40.02 
    18.9988     39.55 
    19.3061     39.08 
    19.6184     38.61 
    19.9357      38.1 
    20.2582     37.59 
    20.5858     37.09 
    20.9188     36.58 
    21.2571     35.98 
    21.6009      35.4 
    21.9503     34.83 
    22.3053     34.27 
    22.6661     33.62 
    23.0327     32.81 
    23.4053     32.02 
    23.7838     31.25 
    24.1685     30.48 
    24.5594     29.31 
    24.9566     28.19 
    25.3603     27.11 
    25.7705     26.07 
    26.1873     25.07 
    26.6109     24.11 
    27.0413     23.19 
    27.4786     22.29 
    27.9231     21.37 
    28.3747     20.49 
    28.8337     19.64 
       29.3     18.56 
    29.7739     17.41 
    30.2555     16.33 
    30.7449     15.32 
    31.2421     14.37 
    31.7475     13.48 
    32.2609     12.64 
    32.7827     11.86 
     33.313     11.13 
    33.8518     10.44 
    34.3993     9.775 
    34.9557     9.063 
    35.5211     8.403 
    36.0956     7.791 
    36.6794     7.223 
    37.2727     6.697 
    37.8755      6.21 
    38.4882     5.757 
    39.1107     5.338 
    39.7432     4.949 
    40.3861     4.589 
    41.0393     4.255 
    41.7031     3.945 
    42.3776     3.643 
     43.063     3.364 
    43.7595     3.107 
    44.4673     2.869 
    45.1865      2.65 
    45.9174     2.447 
      46.66      2.26 
    47.4147     2.087 
    48.1816     1.927 
    48.9609      1.78 
    49.7528     1.643 
    50.5576     1.525 
    51.3753     1.418 
    52.2062     1.318 
    53.0506     1.226 
    53.9087      1.14 
    54.7806     1.059 
    55.6667     0.985 
     56.567    0.9197 
     57.482    0.8721 
    58.4117    0.8269 
    59.3564    0.7841 
    60.3165    0.7436 
    61.2921    0.7143 
    62.2834    0.6928 
    63.2908     0.672 
    64.3145    0.6518 
    65.3547    0.6325 
    66.4118    0.6171 
    67.4859    0.6021 
    68.5775    0.5875 
    69.6867    0.5784 
    70.8138    0.5701 
    71.9591    0.5618 
     73.123    0.5556 
    74.3057    0.5501 
    75.5076    0.5448 
    76.7289    0.5395 
    77.9699    0.5369 
     79.231    0.5367 
    80.5125    0.5365 
    81.8147     0.539 
     83.138    0.5444 
    84.4827    0.5497 
    85.8491    0.5552 
    87.2377    0.5614 
    88.6487    0.5725 
    90.0825    0.7148 
    91.5395     4.555 
    93.0201     7.902 
       93.7     10.15 
       93.9     5.382 
    94.5246     4.964 
    96.0535     4.082 
    97.6071     3.357 
    99.1858     2.761 
     100.79     2.017 
     102.42     1.794 
    104.077     1.596 
     105.76      1.42 
    107.471     1.489 
    109.209     1.604 
    110.975     1.728 
     112.77     1.862 
    114.594     2.006 
    116.448     2.161 
    118.331     2.328 
    120.245     2.493 
     122.19     2.661 
    124.166     2.841 
    126.175     3.034 
    128.215     3.189 
    130.289     3.335 
    132.397     3.487 
    134.538     3.646 
    136.714     3.812 
    138.925      3.96 
    141.172     4.057 
    143.456     4.157 
    145.776     4.259 
    148.134     4.363 
     150.53      4.47 
    152.964      4.58 
    155.439     4.651 
    157.953     4.714 
    160.507     4.777 
    163.103     4.842 
    165.742     4.907 
    168.422     4.973 
    171.146     5.005 
    173.915     5.025 
