         10     32.32 
    10.1617     32.16 
    10.3261        32 
    10.4931     31.84 
    10.6628     31.69 
    10.8353     31.53 
    11.0106     31.37 
    11.1886     31.22 
    11.3696     31.06 
    11.5535     30.91 
    11.7404     30.75 
    11.9303      30.6 
    12.1232     30.45 
    12.3193     30.17 
    12.5186     29.67 
     12.721     29.18 
    12.9268     28.69 
    13.1359     28.21 
    13.3483     27.74 
    13.5642     27.28 
    13.7836     26.83 
    14.0066     26.38 
    14.2331     25.93 
    14.4633     25.48 
    14.6973     25.04 
     14.935     24.61 
    15.1765     24.19 
     15.422     23.78 
    15.6714     23.37 
    15.9249     22.97 
    16.1825     22.57 
    16.4442     21.91 
    16.7102     21.18 
    16.9805     20.48 
    17.2551     19.81 
    17.5342     19.15 
    17.8178     18.52 
     18.106     17.91 
    18.3989     17.23 
    18.6964     16.36 
    18.9988     15.53 
    19.3061     14.74 
    19.6184     13.99 
    19.9357     13.28 
    20.2582     12.61 
    20.5858     11.96 
    20.9188     11.34 
    21.2571     10.75 
    21.6009     10.19 
    21.9503     9.657 
    22.3053     9.022 
    22.6661     8.367 
    23.0327     7.759 
    23.4053     7.195 
    23.7838     6.672 
    24.1685     6.187 
    24.5594     5.728 
    24.9566     5.296 
    25.3603     4.896 
    25.7705     4.527 
    26.1873     4.185 
    26.6109     3.869 
    27.0413     3.559 
    27.4786      3.26 
    27.9231     2.986 
    28.3747     2.736 
    28.8337     2.506 
       29.3     2.309 
    29.7739      2.15 
    30.2555     2.002 
    30.7449     1.864 
    31.2421     1.736 
    31.7475     1.616 
    32.2609     1.483 
    32.7827     1.355 
     33.313     1.238 
    33.8518     1.172 
    34.3993      1.11 
    34.9557     1.055 
    35.5211     1.019 
    36.0956    0.9845 
    36.6794    0.9696 
    37.2727    0.9693 
    37.8755    0.9945 
    38.4882     1.034 
    39.1107      1.15 
    39.7432     1.347 
    40.3861     1.578 
    41.0393     1.835 
    41.7031     2.113 
    42.3776     2.302 
     43.063     2.433 
    43.7595     2.415 
    44.4673     2.384 
    45.1865     2.353 
    45.9174     2.318 
      46.66     2.273 
    47.4147     2.229 
    48.1816     2.185 
    48.9609     2.173 
    49.7528     2.215 
    50.5576     2.257 
    51.3753       2.3 
    52.2062     2.357 
    53.0506     2.436 
    53.9087     2.519 
    54.7806     2.604 
    55.6667     2.691 
     56.567     2.786 
     57.482      2.89 
    58.4117     2.998 
    59.3564      3.11 
    60.3165     3.226 
    61.2921     3.346 
    62.2834     3.454 
    63.2908     3.564 
    64.3145     3.676 
    65.3547     3.793 
    66.4118     3.913 
    67.4859     4.037 
    68.5775     4.128 
    69.6867     4.211 
    70.8138     4.295 
    71.9591     4.381 
     73.123     4.469 
    74.3057     4.557 
    75.5076     4.627 
    76.7289     4.697 
    77.9699     4.769 
     79.231     4.842 
    80.5125     4.916 
    81.8147     4.991 
     83.138     5.067 
    84.4827     5.145 
    85.8491     5.223 
    87.2377     5.289 
    88.6487     5.342 
    90.0825     5.397 
    91.5395     5.452 
    93.0201     5.507 
    94.5246     5.563 
    96.0535      5.62 
    97.6071     5.677 
    99.1858     5.715 
     100.79     5.739 
     102.42     5.764 
    104.077     5.788 
     105.76     5.813 
    107.471     5.837 
    109.209     5.862 
    110.975     5.884 
     112.77     5.904 
    114.594     5.924 
    116.448     5.943 
    118.331     5.963 
    120.245     5.983 
     122.19     6.003 
    124.166     6.013 
    126.175     6.015 
    128.215     6.016 
    130.289     6.018 
    132.397     6.019 
    134.538     6.021 
    136.714     6.022 
    138.925     6.024 
    141.172     6.025 
    143.456     6.027 
    145.776     6.028 
    148.134     6.007 
     150.53     5.969 
    152.964     5.931 
    155.439     5.894 
    157.953     5.856 
    160.507     5.819 
    163.103     5.782 
    165.742     5.744 
    168.422     5.698 
    171.146     5.653 
    173.915     5.608 
    176.727     5.563 
    179.586     5.519 
    182.491     5.475 
    185.442     5.432 
    188.442     5.388 
    191.489     5.317 
    194.587      5.26 
    197.734     5.209 
    200.932     5.163 
    204.182     5.117 
    207.485     5.071 
     210.84     5.026 
    214.251     4.934 
    217.716     4.834 
    221.237     4.728 
    224.816     4.625 
    228.452     4.524 
    232.147     4.425 
    235.902     4.329 
    239.717     4.234 
    243.595     4.142 
    247.535     4.051 
    251.538     3.963 
    255.607     3.876 
    259.741     3.792 
    263.942     3.709 
    268.211     3.628 
    272.549     3.549 
    276.957     3.466 
    281.437     3.379 
    285.989     3.291 
    290.615     3.204 
    295.315      3.12 
    300.092     3.037 
    304.945     2.957 
    309.878      2.88 
     314.89     2.804 
    319.983      2.73 
    325.158     2.658 
    330.418     2.588 
    335.762      2.52 
    341.192     2.453 
    346.711     2.389 
    352.319     2.326 
    358.017     2.265 
    363.808     2.205 
    369.692     2.147 
    375.672      2.09 
    381.748     2.035 
    387.922     1.981 
    394.197     1.927 
    400.573     1.869 
    407.052     1.812 
    413.635     1.757 
    420.326     1.703 
    427.124     1.651 
    434.032       1.6 
    441.052     1.551 
    448.186     1.503 
    455.435     1.456 
    462.802     1.411 
    470.287     1.366 
    477.894     1.322 
    485.623      1.28 
    493.478      1.24 
    501.459       1.2 
     509.57     1.162 
    517.812     1.125 
    526.187     1.089 
    534.698     1.054 
    543.346     1.019 
    552.134     0.986 
    561.065    0.9528 
    570.139    0.9204 
    579.361    0.8894 
    588.732    0.8596 
    598.254    0.8308 
     607.93    0.8029 
    617.763     0.776 
    627.755      0.75 
    637.908    0.7242 
    648.226    0.6984 
    658.711    0.6729 
    669.365    0.6484 
    680.191    0.6262 
    691.193    0.6058 
    702.372    0.5864 
    713.733    0.5667 
    725.277     0.547 
    737.008    0.5281 
    748.928    0.5097 
    761.042    0.4921 
    773.351    0.4749 
    785.859    0.4581 
     798.57    0.4416 
    811.486    0.4257 
    824.611    0.4104 
    837.949    0.3957 
    851.502    0.3814 
    865.274    0.3677 
    879.269    0.3543 
    893.491    0.3415 
    907.943    0.3291 
    922.628    0.3172 
    937.551    0.3056 
    952.715    0.2944 
    968.124    0.2836 
    983.783    0.2731 
    999.695    0.2631 
    1015.86    0.2534 
    1032.29    0.2442 
    1048.99    0.2352 
    1065.96    0.2264 
     1083.2    0.2181 
    1100.72      0.21 
    1118.52    0.2022 
    1136.61    0.1947 
       1155    0.1875 
    1173.68    0.1805 
    1192.66    0.1738 
    1211.95    0.1674 
    1231.55    0.1612 
    1251.47    0.1552 
    1271.72    0.1495 
    1292.29     0.144 
    1313.19    0.1387 
     1323.5    0.1362 
     1323.7    0.8674 
    1334.43    0.8521 
    1356.01    0.8225 
    1377.94     0.794 
    1400.23    0.7664 
    1422.88    0.7398 
    1445.89    0.7141 
    1469.28    0.6894 
    1493.04    0.6655 
    1517.19    0.6424 
     1526.9    0.6335 
     1527.1    0.7209 
    1541.73    0.7049 
    1566.67    0.6787 
    1592.01    0.6535 
    1617.76    0.6292 
    1643.92    0.6058 
    1670.51    0.5833 
    1697.53    0.5616 
    1724.99    0.5408 
    1752.89    0.5202 
    1781.24    0.5002 
    1810.05    0.4808 
    1839.32    0.4622 
    1869.07    0.4443 
     1899.3    0.4271 
    1930.02    0.4105 
    1961.24    0.3946 
    1992.96    0.3793 
     2025.2    0.3649 
    2057.95    0.3505 
    2091.24    0.3366 
    2125.06    0.3233 
    2159.43    0.3104 
    2194.36     0.298 
    2229.85    0.2861 
    2265.92    0.2746 
    2302.57    0.2636 
    2339.81    0.2529 
    2377.66    0.2427 
    2416.11    0.2329 
    2455.19    0.2234 
     2494.9    0.2144 
    2535.26    0.2056 
    2576.26    0.1972 
    2617.93    0.1891 
    2660.27    0.1814 
     2703.3    0.1739 
    2747.03    0.1668 
    2791.46    0.1599 
    2836.61    0.1533 
    2882.49     0.147 
    2929.11    0.1409 
    2976.48    0.1351 
    3024.63    0.1294 
    3073.55    0.1241 
    3123.26    0.1189 
    3173.78    0.1139 
    3225.11    0.1092 
    3277.27    0.1046 
    3330.28    0.1002 
    3384.15   0.09605 
    3438.88   0.09202 
     3494.5   0.08816 
    3551.02   0.08445 
    3608.46    0.0809 
    3666.82    0.0775 
    3726.13   0.07423 
     3786.4    0.0711 
    3847.64    0.0681 
    3909.87   0.06522 
    3973.11   0.06246 
    4037.38   0.05982 
    4102.68   0.05729 
    4169.03   0.05486 
    4236.46   0.05253 
    4304.98    0.0503 
    4374.62   0.04817 
    4445.37   0.04612 
    4517.27   0.04416 
    4590.33   0.04228 
    4664.58   0.04048 
    4740.03   0.03875 
    4816.69    0.0371 
     4894.6   0.03552 
    4973.77     0.034 
    5054.21   0.03255 
    5135.96   0.03116 
    5219.03   0.02983 
    5303.44   0.02855 
    5389.22   0.02733 
    5476.39   0.02616 
    5564.97   0.02504 
    5654.98   0.02396 
    5746.44   0.02294 
    5839.39   0.02195 
    5933.83   0.02101 
    6029.81    0.0201 
    6127.33   0.01924 
    6226.44   0.01841 
    6327.15   0.01762 
    6429.48   0.01686 
    6533.48   0.01614 
    6639.15   0.01544 
    6746.54   0.01477 
    6855.65   0.01414 
    6966.54   0.01353 
    7079.22   0.01294 
    7193.72   0.01238 
    7310.07   0.01185 
    7428.31   0.01133 
    7548.45   0.01084 
    7670.54   0.01037 
    7794.61  0.009923 
    7920.68  0.009493 
    8048.79   0.00908 
    8178.98  0.008686 
    8311.26  0.008308 
    8445.69  0.007947 
    8582.29    0.0076 
    8721.11  0.007269 
    8862.16  0.006952 
     9005.5  0.006648 
    9151.16  0.006358 
    9299.17  0.006079 
    9449.58  0.005813 
    9602.42  0.005558 
    9757.73  0.005314 
    9915.55  0.005081 
    10075.9  0.004857 
    10238.9  0.004643 
    10404.5  0.004439 
    10572.8  0.004243 
    10743.8  0.004055 
    10917.6  0.003875 
    11094.2  0.003704 
    11273.6  0.003539 
    11455.9  0.003382 
    11641.2  0.003231 
    11829.5  0.003087 
    11866.6  0.003059 
    11866.8   0.02292 
    12020.8   0.02219 
    12215.3   0.02132 
    12412.8   0.02047 
    12613.6   0.01966 
    12817.6   0.01887 
      13025   0.01811 
    13235.6   0.01738 
    13449.7   0.01668 
    13667.2     0.016 
    13888.3   0.01535 
    14112.9   0.01472 
    14341.2   0.01412 
    14573.1   0.01354 
    14808.9   0.01298 
    15048.4   0.01244 
    15291.8   0.01193 
    15539.1   0.01143 
    15790.4   0.01095 
    16045.8   0.01049 
    16305.4   0.01005 
    16569.1   0.00963 
    16837.1  0.009224 
    17109.4  0.008834 
    17386.1   0.00846 
    17667.4    0.0081 
    17953.1  0.007756 
    18243.5  0.007425 
    18538.6  0.007107 
    18838.4  0.006803 
    19143.1  0.006511 
    19452.7  0.006231 
    19767.4  0.005963 
    20087.1  0.005705 
      20412  0.005459 
    20742.1  0.005222 
    21077.6  0.004996 
    21418.5  0.004779 
      21765  0.004571 
      22117  0.004371 
    22474.7   0.00418 
    22838.2  0.003998 
    23207.6  0.003823 
      23583  0.003655 
    23964.4  0.003495 
      24352  0.003341 
    24745.9  0.003194 
    25146.2  0.003053 
    25552.9  0.002918 
    25966.2  0.002789 
    26386.1  0.002666 
    26812.9  0.002548 
    27246.6  0.002435 
    27687.3  0.002327 
    28135.1  0.002223 
    28590.2  0.002124 
    29052.6   0.00203 
    29522.5  0.001939 
      30000  0.001852 
