The file is generated automatically by some program with some hand corrections.
  Atomic charge
    The number of shells
       The name of element
                The bound energy of given shell
                        The number of electrons at given shell
                                The probability of the fluorescence
                                        The comment mark (but it is also read)
                                          The shell principal quantum number(necessary)
                                           The other shell notations     
# 1 1  H
 		13.6	1	0	! 1s 
# 2 1  He
 		24.6	2	0	! 1s 
# 3 2  Li
 		54.7	2	0	! 1s 
 		10	1	0	! the others 
# 4 2  Be
 		111.5	2	0	! 1s 
 		10	2	0	! the others 
# 5 2  B
 		188	2	0.0017	! 1s 
 		10	3	0	! the others 
# 6 3  C
 		284.2	2	0.0028	! 1s 
 		8.9	2	0	! 2s 
 		8.9	2	0	! 2p1/2 
# 7 3  N
 		409.9	2	0.0052	! 1s 
 		37.3	2	0	! 2s 
 		10	3	0	! the others 
# 8 4  O
 		543.1	2	0.0083	! 1s 
 		41.6	2	0	! 2s 
 		14.1	2	0	! 2p1/2 
 		14.1	2	0	! 2p3/2 
# 9 4  F
 		696.7	2	0.013	! 1s 
 		45	2	0	! 2s 
 		17	2	0	! 2p1/2 
 		17	3	0	! 2p3/2 
# 10 4  Ne
 		870.2	2	0.018	! 1s 
 		48.5	2	0	! 2s 
 		21.7	2	0	! 2p1/2 
 		21.6	4	0	! 2p3/2 
# 11 5  Na
 		1070.8	2	0.023	! 1s 
 		63.5	2	0	! 2s 
 		30.4	2	0	! 2p1/2 
 		30.4	4	0	! 2p3/2 
 		10	1	0	! the others 
# 12 5  Mg
 		1303	2	0.03	! 1s 
 		88.6	2	2.9e-05	! 2s 
 		49.6	2	0.0012	! 2p1/2 
 		49.21	4	0.0012	! 2p3/2 
 		10	2	0	! the others 
# 13 5  Al
 		1559	2	0.039	! 1s 
 		117.8	2	2.6e-05	! 2s 
 		72.9	2	0.00075	! 2p1/2 
 		72.5	4	0.00075	! 2p3/2 
 		10	3	0	! the others 
# 14 5  Si
 		1839	2	0.05	! 1s 
 		149.7	2	3e-05	! 2s 
 		99.8	2	0.00037	! 2p1/2 
 		99.2	4	0.00038	! 2p3/2 
 		1.12	4	0	! the others 
# 15 5  P
 		2145.5	2	0.063	! 1s 
 		189	2	3.9e-05	! 2s 
 		136	2	0.00031	! 2p1/2 
 		135	4	0.00031	! 2p3/2 
 		10	5	0	! the others 
# 16 5  S
 		2472	2	0.078	! 1s 
 		230.9	2	7.4e-05	! 2s 
 		163.6	2	0.00026	! 2p1/2 
 		162.5	4	0.00026	! 2p3/2 
 		10	6	0	! the others 
# 17 5  Cl
 		2822	2	0.097	! 1s 
 		270	2	0.00012	! 2s 
 		202	2	0.00024	! 2p1/2 
 		200	4	0.00024	! 2p3/2 
 		10	7	0	! the others 
# 18 7  Ar
 		3205.9	2	0.118	! 1s 
 		326.3	2	0.00018	! 2s 
 		250.6	2	0.00022	! 2p1/2 
 		248.4	4	0.00022	! 2p3/2 
 		29.3	2	0	! 3s 
 		15.9	2	0	! 3p1/2 
 		15.7	4	0	! 3p3/2 
# 19 8  K
 		3608.4	2	0.14	! 1s 
 		378.6	2	0.00024	! 2s 
 		297.3	2	0.00027	! 2p1/2 
 		294.6	4	0.00027	! 2p3/2 
 		34.8	2	0	! 3s 
 		18.3	2	0	! 3p1/2 
 		18.3	4	0	! 3p3/2 
 		10	1	0	! the others 
# 20 8  Ca
 		4038.5	2	0.163	! 1s 
 		438.4	2	0.00031	! 2s 
 		349.7	2	0.00033	! 2p1/2 
 		346.2	4	0.00033	! 2p3/2 
 		44.3	2	0	! 3s 
 		25.4	2	0	! 3p1/2 
 		25.4	4	0	! 3p3/2 
 		10	2	0	! the others 
# 21 8  Sc
 		4492	2	0.188	! 1s 
 		498	2	0.00039	! 2s 
 		403.6	2	0.00084	! 2p1/2 
 		398.7	4	0.00084	! 2p3/2 
 		51.1	2	0	! 3s 
 		28.3	2	0	! 3p1/2 
 		28.3	4	0	! 3p3/2 
 		10	3	0	! the others 
# 22 8  Ti
 		4966	2	0.214	! 1s 
 		560.9	2	0.00047	! 2s 
 		460.2	2	0.0015	! 2p1/2 
 		453.8	4	0.0015	! 2p3/2 
 		58.7	2	0	! 3s 
 		32.6	2	0	! 3p1/2 
 		32.6	4	0	! 3p3/2 
 		10	4	0	! the others 
# 23 8  V
 		5465	2	0.243	! 1s 
 		626.7	2	0.00058	! 2s 
 		519.8	2	0.0026	! 2p1/2 
 		512.1	4	0.0026	! 2p3/2 
 		66.3	2	0	! 3s 
 		37.2	2	0	! 3p1/2 
 		37.2	4	0	! 3p3/2 
 		10	5	0	! the others 
# 24 8  Cr
 		5989	2	0.275	! 1s 
 		696	2	0.00071	! 2s 
 		583.8	2	0.0037	! 2p1/2 
 		574.1	4	0.0037	! 2p3/2 
 		74.1	2	0	! 3s 
 		42.2	2	0	! 3p1/2 
 		42.2	4	0	! 3p3/2 
 		10	6	0	! the others 
# 25 8  Mn
 		6539	2	0.308	! 1s 
 		769.1	2	0.00084	! 2s 
 		649.9	2	0.005	! 2p1/2 
 		638.7	4	0.005	! 2p3/2 
 		82.3	2	0	! 3s 
 		47.2	2	0	! 3p1/2 
 		47.2	4	0	! 3p3/2 
 		10	7	0	! the others 
# 26 8  Fe
 		7112	2	0.34	! 1s 
 		844.6	2	0.001	! 2s 
 		719.9	2	0.0063	! 2p1/2 
 		706.8	4	0.0063	! 2p3/2 
 		91.3	2	0	! 3s 
 		52.7	2	0	! 3p1/2 
 		52.7	4	0	! 3p3/2 
 		10	8	0	! the others 
# 27 8  Co
 		7709	2	0.373	! 1s 
 		925.1	2	0.0012	! 2s 
 		793.2	2	0.0077	! 2p1/2 
 		778.1	4	0.0077	! 2p3/2 
 		101	2	0	! 3s 
 		59.9	4	0	! 3p3/2 
 		58.9	2	0	! 3p1/2 
 		10	9	0	! the others 
# 28 8  Ni
 		8333	2	0.406	! 1s 
 		1008.6	2	0.0014	! 2s 
 		870	2	0.0086	! 2p1/2 
 		852.7	4	0.0093	! 2p3/2 
 		110.8	2	0	! 3s 
 		68	2	0	! 3p1/2 
 		66.2	4	0	! 3p3/2 
 		10	10	0	! the others 
# 29 8  Cu
 		8979	2	0.44	! 1s 
 		1096.7	2	0.0016	! 2s 
 		952.3	2	0.01	! 2p1/2 
 		932.7	4	0.011	! 2p3/2 
 		122.5	2	0	! 3s 
 		77.3	2	0	! 3p1/2 
 		75.1	4	0	! 3p3/2 
 		10	11	0	! the others 
# 30 10  Zn
 		9659	2	0.474	! 1s 
 		1196.2	2	0.0018	! 2s 
 		1044.9	2	0.011	! 2p1/2 
 		1021.8	4	0.012	! 2p3/2 
 		139.8	2	0	! 3s 
 		91.4	2	0	! 3p1/2 
 		88.6	4	0	! 3p3/2 
 		10.2	4	0	! 3d3/2 
 		10.1	6	0	! 3d5/2 
 		10	2	0	! the others 
# 31 10  Ga
 		10367	2	0.507	! 1s 
 		1299	2	0.0021	! 2s 
 		1143.2	2	0.012	! 2p1/2 
 		1116.4	4	0.013	! 2p3/2 
 		159.51	2	0	! 3s 
 		103.5	2	0	! 3p1/2 
 		100	4	0	! 3p3/2 
 		18.7	4	0	! 3d3/2 
 		18.7	6	0	! 3d5/2 
 		10	3	0	! the others 
# 32 10  Ge
 		11103	2	0.535	! 1s 
 		1414.6	2	0.0024	! 2s 
 		1248.1	2	0.013	! 2p1/2 
 		1217	4	0.015	! 2p3/2 
 		180.1	2	0	! 3s 
 		124.9	2	0	! 3p1/2 
 		120.8	4	0	! 3p3/2 
 		29.8	4	0	! 3d3/2 
 		29.2	6	0	! 3d5/2 
 		10	4	0	! the others 
# 33 10  As
 		11867	2	0.562	! 1s 
 		1527	2	0.0028	! 2s 
 		1359.1	2	0.014	! 2p1/2 
 		1323.6	4	0.016	! 2p3/2 
 		204.7	2	0	! 3s 
 		146.2	2	0	! 3p1/2 
 		141.2	4	0	! 3p3/2 
 		41.7	4	0	! 3d3/2 
 		41.7	6	0	! 3d5/2 
 		10	5	0	! the others 
# 34 10  Se
 		12658	2	0.589	! 1s 
 		1652	2	0.0032	! 2s 
 		1474.3	2	0.016	! 2p1/2 
 		1433.9	4	0.018	! 2p3/2 
 		229.6	2	0	! 3s 
 		166.5	2	0	! 3p1/2 
 		160.7	4	0	! 3p3/2 
 		55.5	4	0	! 3d3/2 
 		54.6	6	0	! 3d5/2 
 		10	6	0	! the others 
# 35 10  Br
 		13474	2	0.618	! 1s 
 		1782	2	0.0036	! 2s 
 		1596	2	0.018	! 2p1/2 
 		1550	4	0.02	! 2p3/2 
 		257	2	0	! 3s 
 		189	2	0	! 3p1/2 
 		182	4	0	! 3p3/2 
 		70	4	0	! 3d3/2 
 		69	6	0	! 3d5/2 
 		10	7	0	! the others 
# 36 12  Kr
 		14326	2	0.643	! 1s 
 		1921	2	0.0041	! 2s 
 		1730.9	2	0.02	! 2p1/2 
 		1678.4	4	0.022	! 2p3/2 
 		292.8	2	0	! 3s 
 		222.2	2	0	! 3p1/2 
 		214.4	4	0	! 3p3/2 
 		95	4	0	! 3d3/2 
 		93.8	6	0	! 3d5/2 
 		27.5	2	0	! 4s 
 		14.1	2	0	! 4p1/2 
 		14.1	4	0	! 4p3/2 
# 37 13  Rb
 		15200	2	0.667	! 1s 
 		2065	2	0.0046	! 2s 
 		1864	2	0.022	! 2p1/2 
 		1804	4	0.024	! 2p3/2 
 		326.7	2	0	! 3s 
 		248.7	2	0	! 3p1/2 
 		239.1	4	0	! 3p3/2 
 		113	4	0	! 3d3/2 
 		112	6	0	! 3d5/2 
 		30.5	2	0	! 4s 
 		16.3	2	0	! 4p1/2 
 		15.3	4	0	! 4p3/2 
 		10	1	0	! the others 
# 38 13  Sr
 		16105	2	0.69	! 1s 
 		2216	2	0.0051	! 2s 
 		2007	2	0.024	! 2p1/2 
 		1940	4	0.026	! 2p3/2 
 		358.7	2	0	! 3s 
 		280.3	2	0	! 3p1/2 
 		270	4	0	! 3p3/2 
 		136	4	0	! 3d3/2 
 		134.2	6	0	! 3d5/2 
 		38.9	2	0	! 4s 
 		21.6	2	0	! 4p1/2 
 		20.1	4	0	! 4p3/2 
 		10	2	0	! the others 
# 39 13  Y
 		17038	2	0.71	! 1s 
 		2373	2	0.0059	! 2s 
 		2156	2	0.026	! 2p1/2 
 		2080	4	0.028	! 2p3/2 
 		392	2	0	! 3s 
 		310.6	2	0	! 3p1/2 
 		298.8	4	0	! 3p3/2 
 		157.7	4	0	! 3d3/2 
 		155.8	6	0	! 3d5/2 
 		43.8	2	0	! 4s 
 		24.4	2	0	! 4p1/2 
 		23.1	4	0	! 4p3/2 
 		10	3	0	! the others 
# 40 13  Zr
 		17998	2	0.73	! 1s 
 		2532	2	0.0068	! 2s 
 		2307	2	0.028	! 2p1/2 
 		2223	4	0.031	! 2p3/2 
 		430.3	2	0	! 3s 
 		343.5	2	0	! 3p1/2 
 		329.8	4	0	! 3p3/2 
 		181.1	4	0	! 3d3/2 
 		178.8	6	0	! 3d5/2 
 		50.6	2	0	! 4s 
 		28.5	2	0	! 4p1/2 
 		27.1	4	0	! 4p3/2 
 		10	4	0	! the others 
# 41 13  Nb
 		18986	2	0.747	! 1s 
 		2698	2	0.0094	! 2s 
 		2465	2	0.031	! 2p1/2 
 		2371	4	0.034	! 2p3/2 
 		466.6	2	0	! 3s 
 		376.1	2	0	! 3p1/2 
 		360.6	4	0	! 3p3/2 
 		205	4	0	! 3d3/2 
 		202.3	6	0	! 3d5/2 
 		56.4	2	0	! 4s 
 		32.6	2	0	! 4p1/2 
 		30.8	4	0	! 4p3/2 
 		10	5	0	! the others 
# 42 13  Mo
 		20000	2	0.765	! 1s 
 		2866	2	0.01	! 2s 
 		2625	2	0.034	! 2p1/2 
 		2520	4	0.037	! 2p3/2 
 		506.3	2	0	! 3s 
 		411.6	2	0	! 3p1/2 
 		394	4	0	! 3p3/2 
 		231.1	4	0	! 3d3/2 
 		227.9	6	0	! 3d5/2 
 		63.2	2	0	! 4s 
 		37.6	2	0	! 4p1/2 
 		35.5	4	0	! 4p3/2 
 		10	6	0	! the others 
# 43 13  Tc
 		21044	2	0.78	! 1s 
 		3043	2	0.011	! 2s 
 		2793	2	0.037	! 2p1/2 
 		2677	4	0.04	! 2p3/2 
 		544	2	0	! 3s 
 		447.6	2	0	! 3p1/2 
 		417.7	4	0	! 3p3/2 
 		257.6	4	0	! 3d3/2 
 		253.9	6	0	! 3d5/2 
 		69.5	2	0	! 4s 
 		42.3	2	0	! 4p1/2 
 		39.9	4	0	! 4p3/2 
 		10	7	0	! the others 
# 44 13  Ru
 		22117	2	0.794	! 1s 
 		3224	2	0.012	! 2s 
 		2967	2	0.04	! 2p1/2 
 		2838	4	0.043	! 2p3/2 
 		586.1	2	0	! 3s 
 		483.3	2	0	! 3p1/2 
 		461.5	4	0	! 3p3/2 
 		284.2	4	0	! 3d3/2 
 		280	6	0	! 3d5/2 
 		75	2	0	! 4s 
 		46.3	2	0	! 4p1/2 
 		43.2	4	0	! 4p3/2 
 		10	8	0	! the others 
# 45 13  Rh
 		23220	2	0.808	! 1s 
 		3412	2	0.013	! 2s 
 		3146	2	0.043	! 2p1/2 
 		3004	4	0.046	! 2p3/2 
 		628.1	2	0	! 3s 
 		521.3	2	0	! 3p1/2 
 		496.5	4	0	! 3p3/2 
 		311.9	4	0	! 3d3/2 
 		307.2	6	0	! 3d5/2 
 		81.4	2	0	! 4s 
 		50.5	2	0	! 4p1/2 
 		47.3	4	0	! 4p3/2 
 		10	9	0	! the others 
# 46 13  Pd
 		24350	2	0.82	! 1s 
 		3604	2	0.014	! 2s 
 		3330	2	0.047	! 2p1/2 
 		3173	4	0.049	! 2p3/2 
 		671.6	2	0	! 3s 
 		559.9	2	0	! 3p1/2 
 		532.3	4	0	! 3p3/2 
 		340.5	4	0	! 3d3/2 
 		335.2	6	0	! 3d5/2 
 		87.1	2	0	! 4s 
 		55.7	2	0	! 4p1/2 
 		50.9	4	0	! 4p3/2 
 		10	10	0	! the others 
# 47 13  Ag
 		25514	2	0.831	! 1s 
 		3806	2	0.016	! 2s 
 		3524	2	0.051	! 2p1/2 
 		3351	4	0.052	! 2p3/2 
 		719	2	0	! 3s 
 		603.8	2	0	! 3p1/2 
 		573	4	0	! 3p3/2 
 		374	4	0	! 3d3/2 
 		368.3	6	0	! 3d5/2 
 		97	2	0	! 4s 
 		63.7	2	0	! 4p1/2 
 		58.3	4	0	! 4p3/2 
 		10	11	0	! the others 
# 48 15  Cd
 		26711	2	0.843	! 1s 
 		4018	2	0.018	! 2s 
 		3727	2	0.056	! 2p1/2 
 		3538	4	0.056	! 2p3/2 
 		772	2	0	! 3s 
 		652.6	2	0	! 3p1/2 
 		618.4	4	0	! 3p3/2 
 		411.9	4	0	! 3d3/2 
 		405.2	6	0	! 3d5/2 
 		109.8	2	0	! 4s 
 		63.9	2	0	! 4p1/2 
 		63.9	4	0	! 4p3/2 
 		11.7	4	0	! 4d3/2 
 		10.7	6	0	! 4d5/2 
 		10	2	0	! the others 
# 49 15  In
 		27940	2	0.853	! 1s 
 		4238	2	0.02	! 2s 
 		3938	2	0.061	! 2p1/2 
 		3730	4	0.06	! 2p3/2 
 		827.2	2	0	! 3s 
 		703.2	2	0	! 3p1/2 
 		665.3	4	0	! 3p3/2 
 		451.4	4	0	! 3d3/2 
 		443.9	6	0	! 3d5/2 
 		122.9	2	0	! 4s 
 		73.5	2	0	! 4p1/2 
 		73.5	4	0	! 4p3/2 
 		17.7	4	0	! 4d3/2 
 		16.9	6	0	! 4d5/2 
 		10	3	0	! the others 
# 50 15  Sn
 		29200	2	0.862	! 1s 
 		4465	2	0.037	! 2s 
 		4156	2	0.065	! 2p1/2 
 		3929	4	0.064	! 2p3/2 
 		884.7	2	0	! 3s 
 		756.5	2	0	! 3p1/2 
 		714.6	4	0	! 3p3/2 
 		493.2	4	0	! 3d3/2 
 		484.9	6	0	! 3d5/2 
 		137.1	2	0	! 4s 
 		83.6	2	0	! 4p1/2 
 		83.6	4	0	! 4p3/2 
 		24.9	4	0	! 4d3/2 
