15.83 29.2
15.89 29.5
16.10 30.3
16.31 31.1
16.53 31.8
16.75 32.5
16.98 33.1
17.22 33.7
17.46 34.2
17.71 34.7
17.97 35.1
18.23 35.5
18.50 35.8
18.78 36.1
19.07 36.3
19.37 36.5
19.68 36.3
20.00 36.7
20.32 36.8
20.66 36.7
21.01 36.7
21.38 36.5
21.75 36.3
22.14 36.1
22.54 35.7
22.96 35.4
23.39 34.9
23.84 34.4
24.31 33.8
24.80 33.1
25.30 32.3
25.83 31.4
26.38 30.5
26.95 29.5
27.55 28.3
28.18 27.1
28.83 25.7
29.52 24.3
30.24 22.7
30.99 21.0
31.79 19.1
32.63 17.1
33.51 15.0
34.44 12.8
35.42 10.3
36.46 7.77
37.57 6.10
38.74 4.62
39.99 3.41
41.33 2.47
42.75 1.77
44.28 1.30
45.92 1.03
47.68 0.914
49.59 0.916
51.66 1.00
53.90 1.13
56.35 1.28
59.04 1.36
61.99 1.42
65.25 1.45
68.88 1.48
72.93 1.48
77.49 1.47
82.65 1.45
88.56 1.41
95.37 1.36
103.3 1.29
112.7 1.20
124.0 1.10
130.5 1.05
137.8 0.987
145.9 0.923
155.0 0.856
165.3 0.785
177.1 0.709
190.7 0.630
206.6 0.547
225.4 0.461
245.0 0.381
248.0 4.66
258.3 4.23
269.5 3.83
281.8 3.45
295.2 3.10
310.0 2.76
326.3 2.45
344.4 2.16
364.7 1.89
387.4 1.64
413.3 1.41
442.8 1.20
476.9 1.01
516.6 0.836
563.6 0.682
619.9 0.546
652.5 0.484
688.8 0.426
729.3 0.373
774.9 0.324
826.5 0.278
885.6 0.237
953.7 0.199
1044  0.165
1127  0.135
1240  0.108
1305  0.0955
1378  0.0842
1459  0.0736
1550  0.0639
1653  0.0549
1771  0.0467
1907  0.0393
2066  0.0326
2254  0.0266
2480  0.0213
2755  0.0166
3100  0.0126
3204  0.0117
3263  0.0959
3444  0.0827
3646  0.0706
3874  0.0598
4133  0.0501
4428  0.0414
4768  0.0338
5166  0.0271
5635  0.0213
6199  0.0164
6888  0.0123
7749  0.00889
8856  0.00616
10330  0.00403
12400  0.00244
15500  0.00132
20660  0.000599
31000 0.000196
61990 0.000029
