6144027	5545
6111071	33718
6140004	43099
6111029	52515
6112023	54415
6114024	55879
6130064	60951
6140003	5330
6148024	10133
6141022	25639
6143028	27597
6149007	31110
6126036	42836
6136029	44131
6140004	45456
6144066	48435
6144067	48590
6111029	54912
6120049	62221
6144066	68322
6148024	70167
6158020	72865
6111031	20001
6139026	29327
6149029	35548
6155004	36476
6111025	38712
6130070	67860
6142020	70489
6111024	78441
6115045	1002
6148020	10260
6148040	11546
6111025	35260
6147029	49861
6140066	1116
6141068	1381
6147029	4915
6111030	31087
6148024	45660
6142018	61588
6145039	64538
6111022	68959
6112024	72538
6144027	106
6145019	971
6111023	6187
6112024	9177
6114026	30831
6114023	50288
6144066	60628
6148024	62418
6155004	64401
6111031	67958
6116050	73732
6144027	120
6116017	13605
6140004	17689
6111022	25710
6144067	40861
6114022	50111
6138018	56653
6115038	7747
6142012	14283
6149007	19440
6112024	25367
6116053	30296
6143025	35545
6148027	38912
