6148039	947
6149007	1179
6149007	1185
6151030	2146
6158020	2862
6111025	4656
6111029	4966
6112024	6974
6113078	7496
6113081	7580
6114022	7812
6115043	10167
6116015	11087
6130017	12980
6130064	13200
6138018	14561
6142021	16518
6142060	16832
6142060	16910
6142081	17126
6144027	18092
6144029	18286
6147029	19335
6148026	20554
6155027	22529
6111029	24837
6111030	25553
6113077	27435
6114022	27808
6115035	29063
6115042	29939
6115043	30239
6116053	32012
6122014	32560
6130064	33278
6141068	35912
6142060	36843
6144027	38053
6146025	39244
6148040	41068
6149055	41653
6149056	41707
6149056	41714
6111023	44110
6111029	44865
6111029	45113
6116050	51517
6120043	52183
6126036	52745
6139009	54907
6140003	55402
6142021	56588
6148022	59975
6111074	557
6115038	3641
6115042	4044
6115042	4169
6115043	4313
6115045	4611
6130017	7046
6130017	7114
6130017	7178
6130070	7701
6138019	8733
6141069	10032
6142018	10225
6142021	10724
6144027	12354
6144066	12664
6148011	13614
6148024	14410
6149055	15697
6158020	17054
6111023	18013
6111024	18368
6111029	19259
6111074	20644
6112023	21015
6114022	21872
6114024	22348
6115036	23187
6116063	26203
6120049	26358
6135013	28185
6138018	28695
6140003	29493
6142021	30734
6144067	32736
6144067	32770
6146025	33254
6155027	36584
6156036	36841
6111022	37400
6111024	38298
6111024	38441
6111029	38953
6111030	39620
6111030	39644
6112025	41284
6113081	41674
6114024	42420
6115042	43985
6116014	45023
6116015	45055
6126036	47017
6130070	47685
6142018	50217
6142021	50661
6144066	52478
6146019	53207
6147029	53395
6148024	54173
6148037	54761
6151024	56074
6155026	56392
6111023	57825
6114022	539
6114022	612
6114022	719
6115035	1708
6116017	4211
6126036	5579
6142020	9225
6142078	9902
6144023	10638
6145039	11684
6145039	11739
6148039	13774
6149056	14546
6155026	15184
6111022	16127
6111023	16738
6111023	16869
6111046	18693
6111071	18799
6114022	20689
6116015	23825
6116052	24647
6126036	25667
6130069	26190
6130069	26277
6130070	26422
6142044	29526
6143027	30188
6144027	30880
6144066	31328
6148020	32527
6157050	35564
6158020	35635
6111023	36772
6111074	39309
6112023	39539
6112023	39674
6114022	40657
6114025	41303
6115035	41691
6115035	41725
6115043	43147
6115044	43228
6116017	44147
6116052	44705
6120049	45056
6138003	47143
6147029	52132
6148022	52847
6148039	53646
6148039	53695
6148039	53735
6149055	54369
6151021	54766
6158024	55781
6111025	57457
6111029	58050
6111030	58181
6130070	1
6138019	981
6142020	2691
6143028	3951
6143028	4039
6144054	4669
6147029	5694
6148020	5990
6148024	6581
6158020	9288
6111022	9753
6111022	10056
6111025	11008
6112024	13277
6114023	14463
6115035	15274
6134047	20141
6135013	20395
6138019	21066
6140021	21882
6142043	23065
6147029	25801
6149050	27842
6151029	28376
6155027	28907
6111029	31179
6111029	31379
6111029	31443
6111071	32636
6111072	32703
6112023	33260
6115038	35846
6116016	37500
6130064	39599
6130069	39895
6134047	40149
6142040	43047
6149007	47493
6155026	48646
6155026	48781
6111029	51211
6111030	51850
6111030	51930
6111072	52688
6112024	53513
6112026	53676
6114022	54195
6114024	54657
6116015	57415
6116051	57994
6116063	58478
6130017	59396
6111022	1156
6111022	1167
6111030	3351
6114023	5848
6120040	9973
6138018	12262
6138019	12484
6140019	13326
6140054	13431
6141032	13544
6142014	13818
6142057	14585
6148021	17692
6149007	18972
6149050	19225
6111022	21414
6111023	21813
6111029	22708
6111029	23018
6111074	24243
6114023	25928
6114025	26255
6115035	26812
6115036	26971
6115038	27149
6116063	29914
6120049	30192
6122002	30342
6130017	30748
6138018	32225
6142020	34150
6142063	34793
6143028	35409
6144066	36263
6147029	37088
6148020	37451
6148026	38361
6155027	40362
6158084	40908
6111022	41447
6111023	41757
6111024	42092
6111071	43959
6114022	45737
6115043	48139
6115043	48142
6116014	48728
6116016	49005
6142020	54212
6142044	54522
6143027	55261
6144027	56008
6147029	57053
6149055	59329
6111022	2906
6111029	4348
6111030	4929
6114025	7693
6114025	7703
6116017	10561
6116053	11252
6135008	13113
6136032	13460
6138019	13937
6142013	15270
6142018	15380
6143028	16975
6144027	17155
6145039	18078
6151030	21419
6111025	23795
6111071	25336
6116010	29792
6116017	30613
6116050	30768
6116050	30793
6135013	33210
6139012	34281
6140002	34414
6142063	36294
6144067	37882
6145019	38056
6145039	38147
6148024	39433
6151030	41371
6111022	42851
6111025	43824
6111025	43950
6111030	44566
6112024	46351
6114023	47303
6115036	48346
6130069	52675
6130070	52958
6134024	53040
6135036	53393
6140028	54824
6141029	54973
6142020	55525
6143028	56890
6148021	59153
6142024	163
6148024	3732
6149056	5323
6158020	6350
6111022	6820
6111025	7870
6111025	8194
6111029	8418
6111074	10104
6112023	10405
6112024	10646
6114025	12071
6115035	12501
6115041	13204
6120043	15690
6130064	16747
6137149	17745
6141061	19251
6142042	20212
6144066	22022
6148022	23521
6148040	24540
6111022	26767
6111023	27319
6111023	27462
6111071	29488
6111071	29781
6111074	30142
6112025	30684
6114025	31974
6116012	34203
6130064	36721
6138018	37936
6142020	39780
6142060	40331
6143028	41252
6149009	44721
6151030	45567
6158020	46386
6111023	47482
6111029	48674
6111046	49358
6111071	49471
6114022	51399
6115035	52454
6115043	53749
6116052	55384
6121060	55998
6126036	56375
6130069	56857
6135013	57393
6137160	57768
6111074	1123
6111074	1207
6111074	1310
6114025	3283
