6143028	529
6144066	1275
6147029	2168
6111029	8044
6111074	9277
6112024	9852
6112025	10056
6114023	11007
6115042	12871
6115045	13345
6144027	20963
6148026	23257
6149056	24601
6111071	28804
6113081	30532
6142018	38972
6148024	43201
6151029	44882
6142060	59704
6115041	1646
6136119	6289
6139018	7121
6111022	15197
6111023	16040
6130069	25540
6139005	26946
6140029	27640
6145039	30912
6158084	35164
6148011	51571
6148021	51894
6148022	52097
6111024	56335
6144027	1010
6148021	2815
6111030	8420
6131052	16725
6142012	18958
6143024	20217
6148021	22872
6148024	23274
6155026	25253
6114024	31131
6130017	35900
6148024	43231
6148039	43839
6111029	48121
6116013	53735
6116052	54779
6130069	56395
6130070	56558
6130070	56606
6139063	58091
6141068	58798
6111029	879
6111030	1299
6138019	10477
6145011	14546
6146025	14944
6139007	30682
6142002	31732
6143027	33157
6158020	38604
6111022	38946
6115045	46276
6136119	50016
6138002	50128
6141068	51699
6143028	53316
6144020	53595
6148063	56907
6111024	5070
6113081	8550
6114023	9000
6116053	12828
6140024	16421
6150022	22722
6111022	24158
6111024	25015
6111071	26803
6114025	29337
6143002	38045
6145019	39646
6148024	41115
6148026	41257
6149056	42625
6111030	46467
6113081	48412
6121016	53342
6138019	55568
6142020	57208
6151030	2759
6111022	4214
6111029	5623
6111029	5684
6112026	7855
6116010	11136
6126036	13406
6148024	20674
6148024	20714
6158020	23457
6158020	23465
6111022	24034
6121036	33086
6111071	46659
6138018	55033
6144027	58796
6126036	310
6130017	515
6145039	6354
6148020	7147
6158020	10445
6111031	13253
6111074	13950
6112023	14343
6112023	14405
6139001	22398
6142018	23614
6142018	23664
6144060	25872
6145039	26573
6158020	30372
6111030	32804
6112023	34337
6112026	34857
6115036	36633
6122018	40204
6135013	41524
6138018	42049
6111023	51385
