6155027	494
6114026	6619
6115035	6825
6135013	12038
6139012	12990
6143027	15466
6148024	18148
6148026	18429
6112024	25138
6114022	25761
6130018	31134
6142018	34067
6142018	34104
6142020	34454
6142021	34559
6142078	35109
6144029	36294
6148039	38973
6155027	40554
6111022	41481
6111025	42518
6111074	44474
6112023	44753
6114022	45879
6115035	46958
6120043	50181
6120043	50235
6122018	50632
6130070	51601
6137009	52249
6142018	54126
6142021	54599
6144027	56141
6144066	56594
6111029	63042
6115036	67115
6116016	69198
6148022	6173
6111022	9679
6113081	13788
6114025	14608
6115036	15247
6130064	19449
6143028	23816
6144027	24284
6149055	27695
6111023	29974
6113081	33591
6114023	34096
6115042	36078
6116012	36755
6116013	36872
6130017	39153
6131013	39850
6144027	44000
6144058	44433
6148021	46037
6149007	47269
6150018	47950
6111022	49781
6115036	55230
6115043	56259
6116051	57772
6141068	62021
6145039	64979
6149007	67274
6111022	69515
6111023	70057
6111074	72539
6116052	77939
6111025	867
6114025	4663
6115043	6417
6144027	14305
6148022	16063
6115035	25012
6140004	31568
6142063	33112
6155027	38756
6111030	41371
6111071	42267
6115038	45505
6121018	48571
6139021	51157
6143027	53445
6148064	57209
6111022	59624
6113081	63684
6115035	64900
6138019	70781
6138019	70867
6143027	73441
6143028	73740
6144066	74482
6144067	74747
6144067	74789
6155026	78507
6156012	78788
6111023	79924
6137149	5877
6138019	6449
6142020	7901
6142060	8565
6146025	10788
6149055	13202
6149055	13298
6111022	15238
6111023	15360
6111023	15550
6111029	16853
6114024	19867
6116017	22885
6121013	24087
6142017	27656
6142060	28569
6146024	30756
6148024	31853
6130017	44724
6137171	45929
6138019	46375
6139061	46748
6144027	49552
6158019	54416
6158025	54612
6114023	59722
6144029	69894
6144067	70232
6145039	70545
6158020	74583
6111023	75482
6115041	4524
6122018	7490
6130064	8061
6130070	8443
6135013	8854
6138018	9268
6140028	10451
6142010	10866
6142021	11380
6145039	13925
6151030	16968
6116051	26489
6120043	27074
6130069	28250
6130070	28512
6147029	34193
6148040	35945
6149007	36074
6149050	36345
6155004	37109
6114023	42946
6148024	55137
6114024	63133
6114025	63393
6115038	64393
6116051	66569
6120049	67134
6138019	69701
6144027	72955
6144067	73519
6111023	78908
6111025	79289
6113081	7649
6115042	10014
6116014	10989
6130070	13771
6138018	14573
6142018	16333
6142060	17011
6145039	19044
6148027	20756
6114022	27854
6114024	28318
6115041	29862
6143025	37362
6143028	37752
6122018	52709
6142060	56941
6143028	57716
6143028	57764
6111022	63629
6111071	66138
6115035	68938
6115041	69881
6116015	71163
6131049	73844
6138010	74444
6142063	77106
6130069	406
6111024	11298
6111046	12796
6111074	13467
6139012	21971
6144053	25271
6147029	26409
