6130070	3113
6135013	3538
6145041	8528
6158063	12529
6111022	12732
6114026	18139
6115035	18418
6115041	19119
6116050	21022
6138011	23817
6143028	27015
6111074	35963
6115036	38671
6115041	39199
6130017	42383
6148021	49309
6148024	49547
6149055	51025
6114026	58039
6151030	3426
6115043	11476
6115044	11777
6138002	15659
6144027	19239
6114024	29561
6139012	36321
6142024	37979
6147029	40659
6149020	42593
6111072	47656
6115038	50873
6116013	52109
6122018	54007
6114024	6610
6142021	14915
6144066	16719
6148026	18692
6112023	25113
6114024	26556
6115036	27452
6116017	29604
6144063	36647
6148027	38934
6156004	40986
6111030	43964
6112026	45584
6116016	49493
6116050	49764
6139012	53228
6142063	55284
6143028	55889
6146025	57469
6148040	59322
6114024	258
6140003	7255
6142018	8147
6143002	9213
6158020	14943
6116015	22965
6138001	26361
6143027	29321
6149056	33858
6111030	37531
6112023	38949
6114025	40467
6115038	41486
6115038	41604
6116050	43510
6139012	47001
6143028	49742
6150025	53896
6151021	53992
6111023	55872
6111029	57060
6111030	57354
6111031	57806
6114022	59774
6158020	9671
6158020	9689
6111022	10025
6114024	15181
6114025	15406
6115043	17127
6121013	19313
6142022	23493
6147029	26216
6155004	29074
6111022	30275
6111030	32367
6112024	33847
6116063	38972
6122018	39529
6142018	42912
6149056	48544
6155027	49498
6111022	50531
6112023	53508
6115035	55803
6115042	56704
6115042	56811
6116017	58230
6111030	994
6112023	2350
6112023	2376
6115036	4732
6115042	5635
6116010	6204
6120049	7904
6148026	16006
6151029	17659
6155027	18131
6111031	21385
6111071	21789
6111071	21821
6111074	22202
6112023	22509
6115035	24674
6115043	25878
6141068	31546
6142063	32660
6144027	33663
6156013	38350
6111030	41023
6111030	41125
6113081	43159
6114024	44025
6115041	45237
6120049	47906
6135013	49650
6147029	54910
6148021	55443
6148024	55880
6148024	55916
6111024	59809
6115042	1537
6115045	1965
6116016	2681
6130017	4583
6135013	5591
6142021	8083
6143028	9098
6148024	11694
6148040	12582
6111071	17450
6112026	18755
6114025	19934
6121009	23948
6144051	29798
6147029	30860
6148024	31706
6148026	31984
6111024	35673
6111029	36399
6111031	37292
6111072	37849
6114024	39751
6116063	43626
6126036	44254
6130064	44811
6139012	46483
6140021	47028
6141068	47384
6142020	47925
6148022	51568
6111022	55022
