6143027	1842
6143028	2267
6144058	2859
6144067	3202
6149007	5674
6111024	8655
6111031	10282
6114023	12668
6115035	13501
6115035	13565
6115042	14456
6115042	14555
6116014	15348
6116052	16329
6130069	18009
6139025	19602
6142006	20486
6148021	24454
6111030	30195
6111074	31155
6126036	37424
6130064	37819
6130069	37958
6148024	44865
6149050	45881
6111031	50264
6111031	50289
6114022	52399
6114022	52399
6115035	53438
6116063	56619
6139012	59558
6139071	59664
6144020	3786
6144027	3883
6147029	5299
6149050	7367
6149056	7711
6151030	8076
6158076	9062
6111029	10827
6111030	11321
6111074	12446
6112026	13294
6115038	15354
6115042	15865
6115045	16469
6116012	16747
6135013	20023
6142020	22427
6144027	24075
6145039	24979
6148020	25654
6111046	31872
6111071	32221
6114026	34715
6114026	34754
6115043	36129
6115043	36297
6121010	38429
6141010	41650
6141068	41814
6144027	44058
6144027	44141
6145019	44761
6148019	45517
6148024	46192
6149050	47438
6151030	48109
6155027	48525
6111029	50977
6114024	54380
6116015	56966
6130069	59453
6149050	5557
6111022	7327
6111023	8144
6111029	9250
6114026	12855
6115035	13106
6116010	14757
6116012	14842
6130069	17717
6142002	20145
6142020	20600
6143027	21480
6144027	22269
6144027	22392
6158019	26993
6158020	27074
6111023	28054
6111029	29162
6111029	29251
6111029	29267
6111030	29750
6111030	29888
6113077	31569
6114024	32623
6115036	33509
6116050	35693
6139018	39259
6141027	39901
6142018	40422
6142020	40524
6142079	41302
6148020	43783
6149029	45512
6111025	48619
6111025	48638
6111025	48908
6111025	48965
6111030	49495
6111031	49947
6111031	49985
6113078	51681
6114023	52321
6114024	52513
6114025	52770
6145039	1600
6148021	2565
6155026	5074
6155027	5342
6111022	6283
6111074	9251
6114022	10689
6114023	10740
6116011	13352
6122018	15491
6130070	16365
6144066	21268
6145039	21753
6147029	22237
6148024	23107
6148026	23335
6148039	23604
6155004	24993
6155026	25080
6111022	26408
6115041	32371
6115043	32942
6115044	33174
6120049	35017
6138019	37395
6138019	37502
6140003	37936
6151030	44866
6111022	46062
6111030	48418
6112024	49767
6112026	50012
6114023	50774
6114025	51277
6114025	51314
6114026	51531
6115043	52868
6116012	53449
6116015	53721
6116016	53920
6122018	55442
6130069	56193
6135013	56634
6135013	56793
6142093	59913
6111031	82
6115041	3957
6116015	5420
6116053	6411
6130064	7545
6131008	8090
6138067	9212
6140020	9883
6142063	11401
6146025	13526
6148021	14168
6148039	15151
6148040	15410
6149050	15800
6116013	25132
6130017	27357
6138019	29149
6140004	29858
6140033	29953
6140068	29994
6142021	30897
6145039	33170
6148039	35164
6151030	36513
6111024	38499
6112023	41101
6114026	43051
6115038	43731
6116011	44942
6116015	45393
6120043	46551
6141068	50178
6144067	53081
6145039	53308
6149056	56171
6155027	56881
6111023	58302
6111024	58686
6111025	59159
6111029	59200
6142060	2025
6147029	4484
6149055	6821
6151023	7179
6151030	7274
6158025	8202
6111025	9657
6111025	9746
6114024	13512
6116020	16641
6140003	20489
6143028	22816
6148021	25005
6158020	28086
6111029	30032
6114024	33433
6116016	36344
6120049	37505
6120049	37531
6139018	40257
6142063	42232
6144027	43399
6144067	43915
6145039	44015
6148059	46302
6111031	50943
6115041	54809
6116051	56820
6116051	56851
6120049	57477
6138019	59978
6138018	2558
6142060	4943
6143023	5363
6143028	5649
6144027	5992
6144057	6443
6144066	6623
6148026	8636
6155026	10559
6114025	16578
6115041	17891
6116013	18883
6142018	24308
6142063	25107
6148024	28403
6111029	33341
6111046	33992
6111072	34478
6114024	36364
6115035	37107
6116015	39067
6130070	41728
6141023	43800
6144066	46640
