  1.250E+00  2.399E+05  8.700E+05  1.110E+06
  1.750E+00  6.656E+04  1.475E+05  2.141E+05
  2.250E+00  2.219E+04  3.699E+04  5.918E+04
  2.750E+00  8.712E+03  1.209E+04  2.080E+04
  3.250E+00  3.862E+03  4.649E+03  8.511E+03
  3.750E+00  1.880E+03  2.039E+03  3.919E+03
  4.250E+00  9.875E+02  9.744E+02  1.962E+03
  4.750E+00  5.495E+02  5.071E+02  1.057E+03
  5.250E+00  3.214E+02  2.787E+02  6.001E+02
  5.750E+00  1.953E+02  1.604E+02  3.557E+02
  6.250E+00  1.232E+02  9.562E+01  2.188E+02
  6.750E+00  7.998E+01  5.918E+01  1.392E+02
  7.250E+00  5.328E+01  3.796E+01  9.124E+01
  7.750E+00  3.629E+01  2.506E+01  6.135E+01
  8.250E+00  2.519E+01  1.701E+01  4.220E+01
  8.750E+00  1.780E+01  1.170E+01  2.951E+01
  9.250E+00  1.277E+01  8.139E+00  2.091E+01
  9.750E+00  9.292E+00  5.747E+00  1.504E+01
  1.025E+01  6.838E+00  4.134E+00  1.097E+01
  1.075E+01  5.104E+00  2.991E+00  8.096E+00
  1.125E+01  3.841E+00  2.210E+00  6.051E+00
  1.175E+01  2.920E+00  1.651E+00  4.571E+00
  1.225E+01  2.238E+00  1.240E+00  3.478E+00
  1.275E+01  1.730E+00  9.393E-01  2.669E+00
  1.325E+01  1.346E+00  7.215E-01  2.068E+00
  1.375E+01  1.054E+00  5.625E-01  1.616E+00
  1.425E+01  8.320E-01  4.346E-01  1.267E+00
  1.475E+01  6.602E-01  3.418E-01  1.002E+00
